Interactie	Interactors	MI
A1CF	ABCA5	0.08254276
A1CF	ABCC8	0.17084997
A1CF	ACKR3	0.09219639
A1CF	ACSS3	0.1043187
A1CF	AFDN	0.09057609
A1CF	AKAP12	0.15085087
A1CF	ANKRD36B	0.22129466
A1CF	APBB2	0.12492348
A1CF	APOL3	0.2061494
A1CF	ARMC8	0.12923053
A1CF	B4GALT1	0.10450354
A1CF	BRF1	0.11751387
A1CF	CAMK2A	0.12514037
A1CF	CASTOR2	0.12217771
A1CF	CD8A	0.08595599
A1CF	CMTM4	0.12684889
A1CF	COLCA1	0.19680787
A1CF	CYFIP2	0.18293891
A1CF	DRD3	0.22563548
A1CF	EDC4	0.20199846
A1CF	EPM2AIP1	0.23486881
A1CF	EPM2AIP1	0.09600695
A1CF	ETF1	0.07994476
A1CF	FAM161B	0.08590221
A1CF	FANCD2	0.08025668
A1CF	GCNT1	0.12183497
A1CF	ICAM4	0.10576755
A1CF	KIAA0586	0.10344802
A1CF	KIFC3	0.19670927
A1CF	KLF11	0.08254526
A1CF	KMT2D	0.12866719
A1CF	KRTAP12-2	0.1375739
A1CF	LIF	0.12252463
A1CF	MAFG	0.08815181
A1CF	NUDT6	0.12357774
A1CF	RRNAD1	0.07847439
A1CF	SMCO4	0.16727492
A1CF	SNAPC4	0.09907827
A1CF	TLR4	0.13817238
A1CF	TMEM170B	0.1260778
A1CF	TRPS1	0.14197354
A1CF	VSTM1	0.11041635
A1CF	WBSCR17	0.14574834
A1CF	ZNF469	0.15795847
ABCA5	ACSS3	0.1191461
ABCA5	ACTBL2	0.14971969
ABCA5	ATN1	0.2541504
ABCA5	B4GALT1	0.18778519
ABCA5	COL7A1	0.17756414
ABCA5	DCDC2	0.0921589
ABCA5	RELL2	0.21582629
ABCB8	ACTBL2	0.16873057
ABCB8	DRD3	0.10148671
ABCD4	EPAS1	0.13790726
