ProbeID,GeneSymbol,TGFb_120_6,TGFb_15_3,TGFb_150_5,Control_30_3,TGFb_15_6,Control_90_3,Control_90_5,TGFb_150_6,TGFb_60_3,Control_180_6,none_180_3,Control_60_1,TGFb_90_5,Control_60_5,Control_30_5,TGFb_90_4,TGFb_150_3,TGFb_180_5,none_0_5,none_180_4,TGFb_30_3,Control_180_2,Control_15_4,Control_120_1,Control_15_1,TGFb_30_4,none_180_2,Control_150_2,Control_180_4,Control_120_6,TGFb_60_1,TGFb_60_2,TGFb_120_3,none_0_6,TGFb_90_2,Control_150_5,TGFb_180_1,Control_150_1,Control_60_2,TGFb_15_2,Control_90_4,TGFb_60_5,TGFb_120_5,Control_30_2,Control_180_3,TGFb_120_1,Control_30_1,none_0_1,TGFb_150_2,Control_120_5,TGFb_15_5,none_0_4,Control_120_2,none_180_5,Control_30_4,Control_60_4,Control_15_5,TGFb_30_1,TGFb_180_3,TGFb_90_1,Control_60_3,TGFb_180_6,Control_120_3,TGFb_180_2,none_0_3,Control_15_6,TGFb_15_4,Control_90_1,Control_90_2,TGFb_150_4,Control_150_4,TGFb_30_2,none_180_6,Control_90_6,TGFb_180_4,TGFb_120_4,TGFb_30_5,Control_150_3,Control_180_5,TGFb_120_2,Control_150_6,Control_15_3,TGFb_60_6,TGFb_15_1,Control_30_6,none_0_2,TGFb_90_6,Control_60_6,TGFb_60_4,TGFb_30_6,TGFb_150_1,Control_15_2,none_180_1,TGFb_90_3,Control_120_4,Control_180_1
11734551_a_at,CX3CL1,2.842450461,3.0461849144,2.9171388309,3.2463999667,3.2432866223,2.8354345135,3.276695255,3.3725467843,3.2640190933,3.1508239847,3.2314889631,3.0001998389,3.0022238113,2.9040667792,3.0806179448,2.9676699313,3.0835372911,3.334910602,3.245051489,3.0399640387,3.6878793393,3.2138255557,2.7957010914,2.9855538906,3.1925145535,2.822381982,2.7442935062,3.0806179448,2.7772305712,2.9937664609,2.8443593202,2.7379864295,3.077495041,3.0800487155,3.2443766989,2.8936305878,3.0672146334,2.7955233733,3.0799398181,3.2166077679,3.1196761493,3.1661169693,3.5697898517,3.16376335,3.2444323418,3.1425611152,3.0968230219,3.020073238,3.0493101721,2.9080549151,3.1472667349,2.9676699313,3.0136839744,3.1816651409,3.2526186568,3.0035409432,2.9399528761,3.1158943794,3.5403587532,3.0697943968,3.1794356878,3.5305860245,3.4509665142,3.0754930596,3.4634762171,3.3102545312,3.0498357668,3.2644720278,2.9994724773,3.2868474458,3.6710299574,2.8359847071,3.0797715834,3.1657450121,3.1218859016,3.4507454833,3.1890621336,2.9929617609,3.3134749469,3.0090820811,3.1721219349,2.9961482588,3.0546815635,2.9384470594,3.2655234908,3.1516736874,2.8565358642,2.9915188554,3.0852647334,2.6428975015,3.3631893213,3.061471538,3.2050758814,2.997984706,2.9512885433,3.0496954414
11733003_a_at,CXCR1,2.4058849376,2.3409070247,2.553289152,2.4410062648,2.6658990637,2.6040130838,2.5971792992,2.7674918693,2.5333377107,2.5408933719,2.5810464866,2.5661513546,2.3591016385,2.700175214,2.6153293667,2.5821928725,2.5676201379,2.7447507801,2.5052198725,2.5811168235,2.6291133646,2.828559249,2.4290196405,2.6797440755,2.2432157785,2.6809314303,2.4056763074,2.8556990583,2.4436421523,2.5914663773,2.6827351877,2.7142338655,2.4380059671,2.5835456508,2.3562268974,2.530521577,2.1254129464,2.7488080228,2.6338084009,2.3770373195,2.2610929928,2.4601770894,2.4566655705,2.6968743235,2.3856181638,2.5182872016,2.5298511516,2.4439972418,2.1941842594,2.6656256489,2.4556581399,2.4444144764,2.2774161774,2.639516481,2.7322044793,2.4606481909,2.4247444907,2.0582901178,2.7245905377,2.553289152,2.316584079,2.5993479394,2.6828659142,2.5229883868,2.511325826,2.5233182359,2.6459643305,2.3997365598,2.2811151479,2.6420544919,2.5851324238,2.554985762,2.3427417725,2.1315815925,2.3621492518,2.4000582728,2.4749048571,2.5194758734,2.3726859243,2.6372172475,2.3877107828,2.4009939328,2.5217997151,2.5239685093,2.3433166914,2.5536872593,2.6876885794,2.4002144669,2.5127613395,2.4545855605,2.3499372397,2.5656580575,2.3507724652,2.7572775164,2.5473783633,2.3647417456
11755109_a_at,CYFIP2,4.9579568224,4.6946444316,4.9325095326,4.7998827175,4.9539974348,5.0911012713,4.7983436955,4.6434652813,4.6855831045,5.2348302757,4.8136983152,4.7461352698,4.8058363901,4.8998481219,4.860294281,4.5108872615,4.6352493551,4.6018257732,4.985022137,4.8855086527,4.5670798731,4.6732853576,4.8041815257,4.9544948648,5.1557177369,5.1285554541,5.1123981084,4.8803466266,4.7972681276,4.7782644062,4.6720191832,4.6089911551,4.4584317024,4.7427440207,4.760068215,4.9736127707,4.9205121497,4.8600128643,4.8860247994,4.6092744729,4.8938139236,4.8758827067,4.628875157,4.7290828776,4.7942863986,4.9240125656,4.8546646329,4.8172282474,5.2324002086,4.8938790854,4.8301740099,4.95745894,4.7542980114,4.5848272186,4.584004176,5.0501376538,4.7675597995,4.6753587099,4.8740825217,5.0413614403,4.7861317594,4.8755121701,4.9072812974,4.7533068365,4.7860244098,4.8977044277,4.6940626596,5.0663057297,5.0124181534,5.0224345482,5.0637402339,4.8019190443,4.8826389198,4.9013935292,4.5901897539,4.5879880694,4.9863493961,5.2079718745,4.8549479449,4.9589331206,5.0128803472,4.8050810478,4.647812914,4.8091069312,4.8285003113,4.8078480725,4.7661016363,4.8547506355,4.9458567696,4.7780752155,4.8999882254,4.6510501134,5.1699169448,5.0948855532,4.8146389462,5.0171213319
11735386_a_at,DACT1,6.0985503038,3.4971422223,6.0785253679,3.6152042084,2.7279279823,3.5852653415,3.5198748092,5.8123919082,4.8463842736,3.6228156661,3.4887558229,3.4812732544,5.7518985869,3.0869493704,3.2202031375,5.849004174,6.0825976282,5.8976049665,3.237967932,3.3536587539,3.6741072803,3.4992459365,3.4634954547,3.7001201766,3.5229265764,3.4388072086,3.2390388501,3.7920777094,3.6936372907,3.7253454922,5.2586462032,4.4114045645,5.8547944194,3.151962205,5.9659258181,3.6136857617,6.0880913181,3.7580485205,3.49967827,3.6210774364,3.6210803376,4.9287067635,5.9260264362,3.0518158569,3.6820978381,5.9016514018,3.4847087259,3.6714650765,5.9012213723,3.7441579194,3.4061290308,3.5014691711,3.9420413495,3.1902292994,3.3591796634,3.6470895908,3.1492653114,3.6083677255,6.0920996539,5.7967293437,3.3439556223,6.0477714768,3.42225566,6.1697967014,3.6191987217,3.3695806611,3.2412057289,3.7940895198,3.3084307402,6.1594004427,3.6829636992,3.5067915621,3.7973760419,3.7539410527,6.2777519863,5.9997505545,3.6886897775,3.4664630048,3.5886583668,6.0223918789,3.9560158671,3.1127967212,5.1458946103,3.4625482802,3.34504203,3.8472390701,5.8108552682,3.1887310194,5.2307426754,3.8181763383,6.2741052739,3.365138542,3.5624493071,5.8467548247,3.8466848022,3.5941216769
11729039_at,DCDC2,2.3291464374,2.3676939348,2.5140797439,2.6388098107,2.3438279303,2.4088203225,2.6514336742,2.4811585176,2.2420575875,2.6181700993,2.3982155969,2.3483624191,2.3426555479,2.3916199725,2.4314429034,2.5836120651,2.3340214461,2.3168934196,2.0575247822,2.3939235099,2.5943449687,2.4785972476,2.4483773622,2.4146973687,2.9874815757,2.4184957677,2.8171868103,2.5316479909,2.4952354259,2.0980244061,2.1871186421,2.4276517445,2.3403992309,2.1709835192,2.5874935142,2.3318159443,2.6248117273,2.5813043495,2.2456247657,2.5188085095,2.9504661805,2.5133768337,2.6582152687,2.873828579,2.4646046699,2.4946314321,2.5299875811,2.6082273478,2.5076973287,2.5999818261,2.6090538374,2.5797235969,2.6472629764,2.5550286095,2.3576720363,2.3326299981,2.638533729,2.3852581813,2.5701883057,2.3066289188,2.5233086899,2.2402397133,2.8872705527,2.465061943,2.4013731685,2.3665791362,2.3997031329,2.9026557086,2.4677960092,2.5081080838,2.5503329115,2.4463606749,2.2896906239,2.8214576404,2.3443708051,2.3747203723,2.8084220102,2.3318159443,2.3821808286,2.5963406792,2.4677960092,2.4501108014,2.5018450152,2.5673610409,2.4757975248,2.6142012957,2.3625105018,2.6334692862,2.6041360896,2.2080823164,2.4145539667,2.6646088847,2.66474349,2.6002837174,2.3696353464,2.4359445424
11755291_a_at,DENND2D,3.2301880835,3.2639228489,3.2906014996,3.0747948177,3.6618515897,3.4514424686,3.5695658962,3.26524728,3.5156549239,3.0785836627,3.3475658132,3.4890384354,3.1931774697,3.3778395068,3.9667812317,3.3485310218,3.2153244459,3.363731915,3.5524600372,3.4878635081,3.3430064087,3.3318899768,3.4085361131,3.3252833607,3.1689909207,3.4856904104,3.1877045507,3.4476761907,3.2332518992,2.9727575186,3.4306549731,3.140555074,3.2301761481,3.6278429913,2.6827633608,2.9308209704,3.2634197656,3.7996636782,3.1659451569,3.1254929998,3.1834972583,2.9907523447,2.9624195331,2.9836404191,3.1952165248,3.4551082303,2.8609411271,3.1977169094,2.7833056391,3.7745910707,3.5188772735,3.4169278448,2.9485549487,4.0842188921,3.3878479487,3.3578797885,3.4261390265,3.1637520541,3.1907554678,3.054367873,3.285532423,3.4084274245,3.2876306682,3.0727602575,3.6050960024,3.2977748944,3.573907929,3.0385146148,3.1886739485,3.1382638477,3.2468396085,3.3544591922,3.0379302326,3.4160446652,2.7634142021,3.8385666883,3.7670615674,3.0875174855,3.0739581811,3.4771283475,3.2859465051,3.6539325791,3.0738130817,3.3557225069,3.7197133907,3.4297421531,3.1339183086,3.7859938986,3.0834574761,3.382369351,3.1768002161,3.0142639154,2.9391185677,3.1855714484,3.4327233582,2.9222840162
11744701_a_at,DRD3,2.4850088703,2.5859186765,2.5539416805,2.6127470106,2.6299653026,2.7486878549,2.6865633411,2.7777337682,2.654391754,2.5996349933,2.64883385,2.8546429391,2.6303879759,2.4134905606,2.7465488406,2.7858194389,2.9739855636,2.8078687245,2.5908827866,2.6440521894,2.8521449958,2.5023924757,2.6091768832,2.5332581617,2.8760857676,2.8082883431,2.7387150063,2.3110873269,2.739350577,2.9132146912,2.5641429169,2.588136784,2.6449372848,2.3890959188,2.7513893425,2.5620297787,2.6882755972,2.5162196412,2.6257139877,2.4558912425,3.0937007687,2.7932434261,2.5997311385,3.4892055636,2.4017427121,2.7381831021,2.5907825371,2.8148233235,2.7543929348,2.766921224,2.3870516425,2.7720891408,2.7627708548,2.5424078548,2.8510293858,2.4795816992,2.74214912,2.3358544602,2.824287962,2.880792268,2.2914607264,2.7972393729,2.458195035,2.744992858,2.6281743354,2.7357834507,2.5771221058,2.6947146313,2.5393434481,2.5465282355,2.9280854167,2.5742037547,2.2878150247,2.886046473,2.7082954274,2.6539119064,2.4794960422,2.3850854169,2.4653105335,2.3965711134,2.545501474,2.598175682,2.6008684068,2.4130894434,2.7946617367,2.4429137601,2.6935712317,2.374531341,2.6947146313,2.6977733004,2.7179825977,2.7778508745,2.6988366107,2.5939368295,2.6247404811,2.5122904094
11728731_s_at,DSCC1,5.2393346484,5.5292786744,5.3188132731,5.3834684981,5.4310152153,5.2760594121,5.3064785072,5.2021499002,5.2160394721,5.0232207933,5.3571949256,5.6088094021,5.5861925377,5.2018356638,5.724823378,5.3479128069,5.2318667314,4.9732139727,5.712923381,5.2829438473,5.062152148,5.6706269859,5.7572334806,5.2680322061,5.6236860154,5.7280172814,5.6012406056,5.1485842363,5.1999851347,5.2968289656,5.2985022862,5.339119204,5.3637660503,5.8470977071,5.2506927125,5.5725213731,4.994950783,5.5969282055,5.5572035158,5.5455563728,5.421402004,5.6387083695,5.2022884254,5.5422617608,5.2149198055,5.257103364,5.3053459268,5.4428471146,4.972287158,5.245333896,5.6058438753,5.5749523117,5.4953303924,5.4894388256,5.7097221611,5.4696726693,5.5227368239,5.2169709217,4.9389183543,5.4337294937,5.5961657978,4.9799712149,5.0037484605,5.258654268,5.5321462373,5.6402325497,5.5961470743,5.1748213292,5.4730087041,4.8949407558,4.8660347324,5.5569323761,5.4811872226,5.1319628134,4.8986829432,5.3497970855,5.5459612009,4.8206445226,5.3389703828,5.3930318341,5.3922109153,5.7665497635,5.398667568,5.5110183163,5.4758614297,5.5540108014,5.5087404085,5.2800855285,5.2642643362,5.528214524,4.7457480594,5.6998370234,5.3710357126,5.2976209053,5.389104232,5.3009361505
11721695_s_at,DUSP2,6.0210756312,5.4537099149,4.9224980667,6.0328489723,5.1161301543,6.5096838263,6.6022047276,4.7996169002,7.901113254,5.2949448392,5.1639123467,6.4897136828,7.4679308445,6.5849548443,5.7763826003,7.3613020188,4.9029484358,4.6551004681,4.9903806325,5.1866367806,6.5300922652,5.2433000883,5.1384502286,6.2275501295,5.2642643362,6.5235761562,5.2741080296,5.7937467964,5.6053903555,6.2001383095,7.7169330583,7.6943844239,6.0812862758,4.7547723327,7.546196891,5.8255557384,4.7152794659,5.7359332709,6.5853529524,5.388224749,6.3224835749,7.7944338722,5.8657289626,5.9524700654,5.4327034316,6.2869193939,6.0277745744,4.7299756212,5.4783982729,6.4011495701,5.2539634717,5.0004753709,6.2608232724,5.13921138,5.896652711,6.5049492205,5.2077022415,6.3193606572,5.0620465978,7.4756563179,6.6737640103,4.8371802591,6.201244442,5.0358097929,5.1824173897,5.3183163047,5.2579077764,6.6221573644,6.7057229076,5.4411704473,5.9196629973,6.2648312272,4.8688400356,6.7630077261,4.9427321185,5.9650904925,6.3013445939,5.8956559716,5.4600662316,5.9507211871,5.921544543,5.1351829724,7.7362366035,5.0236565862,5.8547572097,4.6569107222,7.3016095846,6.7991602752,7.9365362638,6.3246894822,5.4781969213,5.1094300509,5.1336834527,7.3971595921,6.3337447093,5.5277324626
11753617_a_at,DUSP3,6.324264139,5.9846055211,6.210024669,5.8423953776,5.9249132959,5.9111214796,6.0217783935,6.0972407997,5.9507924498,6.0183872822,5.631814061,5.8118747734,5.9226985769,5.7371093814,5.7037021867,5.6908677827,5.9141253317,5.8194606342,5.9598855775,5.6632350878,5.5401346722,5.6266349225,5.5859003719,5.9256047966,6.1079500673,5.6730393787,5.8419892079,5.7534294888,5.9230131723,5.7685594522,5.3050739366,5.6524940079,5.9009274888,5.5845307463,5.7617607907,5.7895912746,6.2901657857,6.0446247637,5.9812560628,5.85923869,5.8426313378,5.6978502477,6.1716080833,5.4446000151,5.997637374,5.9221461231,5.6596547894,5.7979271498,6.2241864304,5.8353812494,6.0667752538,5.9683303078,5.572697354,5.8506241373,5.512919013,5.7245500778,5.7396989209,5.7242540953,6.4039285118,5.9291989896,5.7043139124,5.9790636265,5.8508257859,6.1110047084,6.025008879,5.7670151309,5.7969161137,5.9435727318,5.6418810989,6.1785374268,5.9070507879,5.7020164863,5.9405668137,6.0226009928,6.2502927945,6.0625962477,5.6468834064,5.7491909185,5.8844062383,6.1038403099,5.9081678572,5.5936268118,5.9019751785,5.5825780908,5.8859777586,5.7199739558,5.8420849334,5.70355095,5.7218146188,5.6274877147,6.2211430801,5.7142815179,5.7242683483,5.6938776764,5.7540277813,5.6970712234
11722049_a_at,DUSP6,6.9964153508,7.350788433,7.1113172882,7.6779794602,7.31742071,8.6376295946,8.5966750457,6.9449345274,6.7661945671,7.5138353632,6.8576608721,8.5510827653,6.623320658,8.4115634807,7.6003522928,6.4503548072,7.0239682481,7.4344915535,7.0999814221,7.009417888,7.142480812,7.6021621986,7.2811568387,8.1321551544,7.4122607027,7.3222613414,7.1590775961,7.794429452,7.6969255897,8.4044813689,6.739642657,6.8172433091,6.7792263163,7.1276382355,6.5812959941,7.7901051772,7.5294171002,7.8133995189,8.3433017099,7.2525673593,8.6782981255,6.8030051784,6.8394040741,7.5763893598,7.7124791052,6.8102110524,7.5155188176,7.0508762001,7.1755691529,8.3238242202,7.4254249609,7.1025949373,8.2218147791,6.9631082743,7.7600408248,8.5716452483,7.3026922405,7.3651861673,7.3803480429,6.4129750328,8.4748360036,7.5336601015,8.2913778399,7.2691031113,7.189946282,7.2363766865,7.3578177191,8.6113760962,8.6468985127,7.3459102391,7.8176527255,7.3334407425,7.2137795418,8.8503721443,7.4725129883,6.9361099854,7.4739952461,7.6928037306,7.8421488536,6.7760405984,7.8447871936,7.1345529076,6.7785142463,7.1296894419,7.7601679544,7.1808681745,6.6377786389,8.4880637859,6.7867423486,7.2892995608,6.9792570577,7.308141836,6.9552003504,6.4992314912,8.4499965487,7.6552004583
11751007_a_at,EDAR,2.5276306639,2.5232589977,2.1353210149,2.5076673819,2.6118411912,2.4373437798,2.5713863218,2.6571424416,2.4939645788,2.809535712,2.3903899853,2.3340686773,2.531969465,2.2709288261,2.5338716576,2.1789284508,2.6815741984,2.2622131055,2.1179802549,2.4903243864,2.6298296959,2.4819311292,2.3051369761,2.3875770656,2.7147367882,2.5767109215,2.4409149421,2.8440637724,2.617050882,3.0106711385,2.5539902663,2.6698503676,2.3406086637,2.4303003476,2.7422099817,2.3894505263,2.2753611951,2.5108594151,2.7253706217,2.4628960832,2.7168087296,2.6248246993,2.5490926987,2.4105382025,2.286977915,2.8247184103,2.747194357,2.6623382169,2.2924698072,2.4947570799,2.3122527802,2.2668198146,2.5925429185,2.6374585032,2.48288091,2.4548962154,2.3183870291,2.6809267305,2.5437865316,2.6922501199,2.5395432771,2.3623193653,2.337967143,2.3596219982,2.1186571135,2.1026461385,2.2900559179,2.3877336967,2.3253875527,2.5443451464,2.3800298966,2.4541521733,2.5016428834,2.545554419,2.4610477695,2.5141673837,2.4554633057,2.5047654887,2.4170745953,2.420167285,2.8644779545,2.5316004367,2.6945855214,2.3837572463,2.4803337848,2.5559901574,2.3828349908,2.2875116108,2.2897194059,2.4807022393,2.6789262913,2.6942855627,2.7666831301,2.5054665751,2.3031773332,2.5488422289
11748584_a_at,EDC4,4.0303520897,3.7670686118,4.1435093674,3.9312712161,4.0798160138,4.035389894,4.2370153685,4.2435724711,4.1256815515,3.847759566,4.0166263814,3.9510264371,4.351550396,4.240093917,4.1688204625,3.9584175149,4.3461502244,3.8078220388,4.0378069662,3.7748367214,3.9411324627,4.0984875714,3.8279453373,4.0239327345,4.0734876411,3.9340758919,4.0987409842,4.3968081688,3.9735020408,4.1269184021,4.1410202161,4.1482581915,3.9282249944,3.9207467708,4.0569874462,3.9606095023,3.8820264298,3.9167436117,3.864296204,3.8933133683,3.5482506283,3.5321348788,3.9327206555,3.7861044108,3.6984253896,3.9007793352,4.1402200329,4.2124042771,3.8019181803,4.4059300283,4.2476619977,3.9730479797,3.8982309749,3.8388272564,3.9072997355,3.7128851591,3.718728894,3.6735932707,3.8938467346,4.2981765731,3.6827171707,4.1908522821,4.0612935532,3.938823706,3.820891662,3.8227358835,4.0154709442,4.4155567922,3.9286303158,4.3348125156,4.123141546,3.8260317904,3.6420787189,3.6557536435,4.1627708697,4.3065104887,3.8819308684,4.2474007401,4.5855453769,3.8478267382,3.9293650508,4.0000406238,4.1134171023,3.8347508169,4.0415670449,4.073371777,4.1221678579,3.9512032707,4.1092789322,3.8447150583,4.5057892827,3.9850579881,4.1455531007,3.4314985816,4.105357395,3.7952258675
11724667_s_at,ENPP3,2.4347012973,2.4866793328,2.6254965039,2.2386363596,2.5306835931,2.5038251905,3.0574977373,2.3162343171,2.6913578464,2.5602865466,2.4928741331,2.4001155527,2.6333876799,2.3178094469,2.1564995467,2.5197007433,2.6072278678,2.4194956729,2.2524429557,2.5689298093,2.6280432056,2.4404563957,2.2565662,2.3390917268,2.167518267,2.1419077974,2.2756042222,2.5064870288,2.0628518699,2.4778512446,2.4211332847,2.2648915652,2.5930129689,2.2431326925,2.5857803998,2.4222530385,2.1900581221,2.2002238076,2.4198117921,2.4267428203,2.2419906356,2.4200313951,2.6260705792,2.1430037638,2.4235366389,2.5604968635,2.2850082309,2.2740841944,2.4477923478,2.0962685035,2.2314139936,2.4423848718,2.8455523431,2.3143192398,2.463103906,2.5135209312,2.3085341468,2.6261354967,2.4285838916,2.5090408211,2.2452051936,2.3806552949,2.2411326329,2.7027436771,2.6674039251,2.3550504437,2.436949094,2.5983164008,2.3565101551,2.5547000524,2.3054401919,2.3384263582,2.6212765924,2.4611492507,2.440745202,2.3808549433,2.3758796855,2.8970945418,2.6616657039,2.4275211952,2.5421341592,2.2688539503,2.3932739476,2.6481483949,2.3895561755,2.4094723788,2.3324677331,2.2823492638,2.1276731376,2.3335581943,2.5097831403,2.3785185577,2.7360715539,2.4282185367,2.4216475437,2.4662190927
11715412_a_at,EPAS1,5.485018296,5.5275051738,5.4087683029,5.3455959327,4.9892929801,5.1155659534,5.3238244995,5.480610927,5.3992764341,5.0663771822,5.4854444244,5.276917016,5.2504810876,5.0713867799,5.069671761,5.488781615,5.4689297698,5.2189691027,5.048054979,5.2244975772,5.3619880786,5.3763739821,5.0524360974,5.1215790805,5.4568981135,5.1900842068,5.4892144049,5.3034137017,5.0331053949,5.3731651939,5.3550461098,5.3802181946,5.1393730569,4.9570000936,5.5785395634,5.0328908485,5.5813633811,5.539858568,5.0362670796,5.1309106531,5.0395346589,5.1431235664,5.3214076671,4.9631348034,5.3324400373,5.2965366067,5.3167963975,4.7342451765,5.4099742743,5.3620412464,5.5526186838,5.2301983832,5.3812909397,5.5424830207,5.1830547313,5.2204786461,5.2541321051,4.9544849239,5.6724488213,5.3051055528,5.3977158559,5.356561756,5.549531553,5.3261719084,5.1311031988,5.3401945408,5.2522241985,5.4848229631,5.3379825386,5.3393519177,5.3687722285,5.3340820036,5.3802809891,5.4280824908,5.3394871941,5.3011263176,5.1842968458,5.1615920642,5.5712356867,5.3438788697,5.4559726764,5.1579509797,5.3314207252,4.9773036673,5.5246866529,5.2156201151,5.5111130961,5.4164051316,5.3553540819,5.0792477156,5.6691280013,5.309907737,5.4820302757,5.3466508504,5.1310341439,5.1431449807
11727143_x_at,EPB41L3,5.4442019966,5.5288308892,5.2795469718,5.1272683258,5.2916607838,5.1192205779,5.2612897798,5.3019259771,5.4405788512,5.3271923831,5.5178838691,5.4617919594,5.2590570244,5.4359711897,5.3889815785,5.2655703398,5.2430765885,5.1506740017,5.45572566,5.2979138234,5.2705250153,5.5096562465,5.5041915507,5.1933347623,5.363823729,5.3285384266,5.4049469271,5.0472894025,5.5937996272,5.2912945368,5.3264219969,5.2581075527,5.2137459039,5.2395485058,5.6703925314,5.312580319,5.3734774751,5.4890772207,5.3813906928,5.4498365506,5.5798946242,5.1918032547,5.2082161743,5.046412346,5.423145326,5.5003528019,5.5270486681,5.293435694,5.3104139291,5.6523616706,5.5627719133,5.3834189246,5.5198304193,5.371542468,5.3198400723,5.3936494837,5.5772709094,5.1350971609,5.181570246,5.4071186346,5.3876876398,5.7457777196,5.6627658169,4.9192305708,5.2671768296,5.4869068298,5.2893071623,5.5618091316,5.5911346267,5.3291339078,5.7157641226,5.6107404726,5.1427691291,5.400141993,5.3200841876,5.3044814942,5.4507524102,5.5233178168,5.4588458531,5.3498336172,5.3166745273,5.5417471843,5.4216879004,5.5517560571,5.5146154243,5.3013761709,5.6707856781,5.4760995698,5.4840989972,5.4435361253,5.5516443705,5.1353242072,4.999234782,5.3077496943,5.564157644,5.293343005
11727657_at,EPHB1,2.8429022617,3.0723683039,2.9869785405,2.8914396977,2.7359043295,2.8549346347,3.0331912481,2.8790814699,2.8285786128,2.7159565474,2.860927128,3.1698046356,2.903679936,2.6294397864,3.0711407293,2.6405444378,2.7929535354,3.2816914878,2.96757831,2.7711554972,2.9338261195,3.0917911997,2.9507290795,2.9562226316,2.7046682488,2.9323353314,3.1424186441,2.7697280195,2.6742762248,3.1774167371,2.54524502,3.0608521933,2.8563378902,3.0392137105,2.9734075375,3.2547779588,2.8626237622,3.0896153609,3.0440791442,2.8789575245,2.8700384796,2.8558441071,2.7840174258,2.9740245903,2.8204920115,2.7778021243,2.7766862518,3.1829676541,3.0166917304,3.2499102146,3.173674853,3.1842094958,2.7863935454,3.0338986869,2.9272910936,2.54524502,3.0630322213,2.8287397769,2.916965913,3.0541017046,3.2027464688,2.9947424956,3.12837723,2.7870188785,3.0345987313,2.8581716947,2.9537262787,3.1659585502,2.752289317,3.0619743805,2.93488456,2.9344172086,2.9109425159,3.0030979706,3.1032034095,2.982045169,2.8121328534,3.2920857785,3.1428947631,2.7702373198,3.2046344032,2.781870613,2.944922707,3.0507803163,3.0784914689,3.0357393492,2.9144327328,2.9279722118,3.0052512018,3.2704291811,2.9071393341,3.2594475612,2.9146130082,3.1065421218,3.1828095037,2.7404300128
11725354_at,EPM2AIP1,5.5100118633,5.3627437426,5.2887035113,5.1644529787,5.1800857958,5.0077953727,5.0855729119,4.9939469075,5.1118513697,5.4065675267,5.2624559618,5.2364558359,5.154350767,5.3106260418,5.311064244,5.3510348851,5.0412064359,5.0676113618,5.4056211296,5.1800891517,4.2364765937,5.1418252124,5.1610442808,5.139805584,5.2608409041,5.2354374365,5.3356471579,5.3377045638,5.2342417031,5.2914061811,5.0951983387,5.0187078997,5.2270261728,5.2924316127,5.0614095104,5.3685360691,5.4140238313,4.899036359,5.0651476162,4.9381107807,5.2697920622,4.9914360593,5.2509153299,4.8957142724,5.2589994511,5.1309761871,5.2526877019,5.2898406488,5.108694991,5.2992668746,5.0519996667,5.2293317937,5.0366758379,5.3551117286,4.9509885761,5.248339368,5.1509431539,4.8390523086,4.8223911912,5.1382896617,5.2914700502,5.3677642576,5.1165321566,4.9380715178,5.4440260133,4.978916099,5.0194732406,5.1639584971,5.290070822,5.2589181205,5.2201778058,5.0990636514,5.4962382364,5.094738622,4.7885588701,5.0477656251,4.8365101791,5.172361145,5.0910514572,5.1797042183,5.1947976743,5.3151196472,4.7905113451,5.2376658057,5.1390497892,5.2207879363,4.999973661,5.261328304,5.0865874245,4.9801544289,5.2157825155,5.1629061999,5.5516886265,5.0891436133,5.2538912682,5.3793900219
11725353_at,EPM2AIP1,4.6934060676,4.8256910618,4.9506622341,4.8279718911,5.0593061165,4.8384460949,4.7993120095,4.9610326919,4.7499704356,5.2406868399,5.2495867905,4.9440720673,4.7949114119,5.1779861271,4.7086217941,4.9596538787,4.6248749432,4.9692281389,5.2627724282,4.9754435937,4.9685253937,5.4957700482,5.0634329907,5.0060798945,4.6486460664,4.646034158,5.2414672728,5.1673780791,5.4383876742,5.5145912937,4.679021039,4.830096167,5.0632963232,5.6371181218,4.7169830779,4.9672737925,4.8507919442,5.0365352355,5.1040881609,5.0049021213,4.8621629792,4.6734599785,4.3492697939,4.614369459,4.998177869,4.8634203211,4.8038647644,5.1904640378,4.8750245015,4.9996335009,5.2039454891,5.3163156486,4.8043169972,5.164169644,4.7537720103,5.0934686711,5.0914705569,4.7043781726,4.7679614326,5.0133804186,4.627426439,5.1256313391,5.1207956156,5.2201778058,5.2358590449,5.3894486418,5.1546891023,4.9765137103,5.0081959462,4.6579026826,5.1932791655,4.5544990819,5.200788756,4.5772352516,4.8086476357,4.562245679,4.7747799145,5.3897354832,5.021549907,4.9664150841,5.3014685425,5.2516109938,4.6826021926,4.8617658428,4.7058688979,5.3571159557,4.841624514,4.7486997503,4.6131623074,4.8029109473,4.9736736577,4.9317427422,5.2399407568,4.7778729489,5.0199730789,5.4607145454
