ProbeID,GeneSymbol,TGFb_120_6,TGFb_15_3,TGFb_150_5,Control_30_3,TGFb_15_6,Control_90_3,Control_90_5,TGFb_150_6,TGFb_60_3,Control_180_6,none_180_3,Control_60_1,TGFb_90_5,Control_60_5,Control_30_5,TGFb_90_4,TGFb_150_3,TGFb_180_5,none_0_5,none_180_4,TGFb_30_3,Control_180_2,Control_15_4,Control_120_1,Control_15_1,TGFb_30_4,none_180_2,Control_150_2,Control_180_4,Control_120_6,TGFb_60_1,TGFb_60_2,TGFb_120_3,none_0_6,TGFb_90_2,Control_150_5,TGFb_180_1,Control_150_1,Control_60_2,TGFb_15_2,Control_90_4,TGFb_60_5,TGFb_120_5,Control_30_2,Control_180_3,TGFb_120_1,Control_30_1,none_0_1,TGFb_150_2,Control_120_5,TGFb_15_5,none_0_4,Control_120_2,none_180_5,Control_30_4,Control_60_4,Control_15_5,TGFb_30_1,TGFb_180_3,TGFb_90_1,Control_60_3,TGFb_180_6,Control_120_3,TGFb_180_2,none_0_3,Control_15_6,TGFb_15_4,Control_90_1,Control_90_2,TGFb_150_4,Control_150_4,TGFb_30_2,none_180_6,Control_90_6,TGFb_180_4,TGFb_120_4,TGFb_30_5,Control_150_3,Control_180_5,TGFb_120_2,Control_150_6,Control_15_3,TGFb_60_6,TGFb_15_1,Control_30_6,none_0_2,TGFb_90_6,Control_60_6,TGFb_60_4,TGFb_30_6,TGFb_150_1,Control_15_2,none_180_1,TGFb_90_3,Control_120_4,Control_180_1
11722918_a_at,KCNS3,4.8611426346,3.5181125998,4.8045146289,3.6131798394,3.8323296836,3.592818957,3.506983332,4.8196419444,3.8990798161,3.9717702043,3.574318589,3.872893684,4.5407720494,3.9036828555,3.8570422259,4.2889901244,4.5335277152,4.8113638495,3.5874569086,4.1357764849,3.7199750714,3.4010517217,3.9686869558,3.6902544441,3.7984717087,3.8604731984,3.773428483,3.876431166,3.6793413441,3.7256394168,3.3635915999,4.1529069328,4.3618861162,3.731960235,4.3696767218,3.7510119315,5.127089639,3.7173835542,3.654820126,3.7002690964,3.7188013364,3.8850956909,4.3686010831,3.4488324769,3.7141751492,4.6721360014,3.6898726925,3.7588299482,4.8426469545,4.0178524531,3.6435148619,3.5472047536,3.7786793321,3.6408420426,3.7530881554,3.9187207719,3.6436326955,3.4906026779,4.6965703114,4.4035434131,4.1414699238,4.8955923826,3.1604382657,4.9100516397,3.281962471,3.8215233594,3.5238144502,3.4922846467,3.9715113167,4.8793269675,3.8777242429,3.8525144733,3.9380609766,3.5465354212,5.0131669141,4.3981249925,3.7581038517,3.5563422901,3.4238944719,4.3113537729,3.2140416352,3.6585837352,3.6694711016,3.3932001502,3.4381434511,3.3912599604,4.0555314415,3.5221030048,3.548397587,3.7012313255,4.527043392,3.0496078353,3.2537344744,4.3740486377,3.5999578064,3.5662339223
11758536_s_at,KCTD15,7.2204356056,6.7789048636,7.0598442988,7.0321475728,6.9099664158,7.1188321943,6.7188299776,7.0067160453,7.2029369381,6.9861960195,7.0367896762,6.9762050939,6.9661072626,6.7935326283,6.8361042919,7.084109316,7.1571652567,7.0979250693,6.7908832262,6.8137223054,7.006443852,7.1835373668,7.0394693399,7.1658739228,6.8172036286,6.9210798348,6.8646862692,7.010072318,7.0556222519,7.0867264256,7.2228832634,6.9977707954,7.2445015812,7.0047258415,7.0551453398,7.1306185238,7.1848159526,7.219702496,6.8493606555,6.7700897442,6.7010516264,6.9140625568,7.0549605397,6.6897294938,7.1307380849,7.1505635838,6.7366627676,6.8124800495,6.9873327149,6.7533124203,6.8280571273,6.6091793176,6.9271854076,6.8267254721,7.0048590546,6.9839191386,7.0294705517,7.0215541499,7.0800982382,7.0674322096,7.057739337,7.059771699,6.8759658869,6.9556605368,6.9547147537,6.855663616,6.8104680167,6.8958386518,6.9094169907,7.0512074423,7.0965546762,6.9784666751,6.6729815916,6.8853666004,6.8095110984,7.0787117153,6.799353106,7.1449541802,6.906763094,7.0311964485,6.973208813,6.8879847523,7.2133597561,6.8520267458,6.6533737336,6.730535284,7.1025493531,6.8465437399,6.8219376403,6.7747615126,7.0597917157,6.9533097437,6.8986752957,7.2117800973,7.1407174195,7.1164075151
11747909_x_at,KDM4B,3.1287230365,3.3912558596,3.4635584996,3.4470545121,3.3978251848,3.4241541663,3.6738630315,3.508704201,3.3863705409,3.8139768918,3.6774526691,3.3683217309,3.4510761007,3.3415641034,3.5397674348,3.493085752,3.3965702967,3.4696816141,3.268424528,3.3366777732,3.4925563501,3.4585253155,3.4748021767,3.4420313981,3.5113568985,3.3544292453,3.6313454049,3.359630604,3.7889678802,3.3129851739,3.7782962587,3.5566250563,3.6870864497,3.1411970805,3.2531154465,3.3953189137,3.3779859038,3.3335994253,3.6567956947,3.6016091063,3.3302181478,3.3725674699,3.2909963159,3.3532042375,3.2058817327,3.417431339,3.4733894887,3.6025227864,3.8040631848,3.3785697034,3.0197457044,3.3214540942,3.6850423181,3.4469732066,3.3714087091,3.5390431137,3.3269092517,3.3224051245,3.577540431,3.5363008731,3.1101114645,3.2908679348,2.8942099581,3.7736243212,3.0287382183,3.591636875,3.394746912,3.6506538463,3.6786783371,3.4982888602,3.443955221,3.6025227864,3.1200145989,3.6211083293,3.4521593556,3.2126075466,3.5513081057,3.5510699874,3.331069846,3.4371057568,3.265914413,3.4280138222,3.3348411163,3.3528820872,3.4280086068,3.446891901,3.6608310934,3.3609068597,3.1707638274,3.3536885048,3.7754180827,3.6970252634,3.4965238235,3.5497995233,3.1530414983,3.6801648041
11743524_a_at,KDM5A,4.9784568911,4.8834296849,4.9849044117,5.0735830418,5.0024786397,4.9852892868,4.8537707441,4.9780050758,4.9448152435,4.7827371532,5.1660657589,4.6291742229,4.9155607321,5.0271235418,4.7957308243,4.9013676449,4.8525952914,4.9388817369,4.9082723405,4.9324936051,4.8485233014,4.7215055164,5.1204391299,4.9970827518,5.162004833,4.8248995893,4.8519502793,4.8043138261,5.1249672771,5.0110570688,4.8591329793,4.99803691,4.8254588183,5.070440474,5.0353099325,4.8418588409,5.0479970902,5.0352906099,4.7999978163,4.8357093054,5.1217001037,4.9444937529,4.8870809301,4.6074545675,5.3308012912,4.9398871714,4.6909652742,4.9696524244,5.2247418201,4.969084211,4.9621511836,4.7802684681,4.9085255414,5.0291849783,4.5835040352,4.7459223938,5.0997512159,4.7625014057,4.9367128577,4.7783299639,5.1368775572,5.1992534884,5.0306065216,4.9512945613,4.8891247613,5.0167542701,4.9977610468,4.7938887291,5.0403680234,4.8849271611,5.0554895248,5.146863917,5.1959275171,5.5741331093,5.2781648639,4.5976163283,5.1023961358,5.0973833169,4.8157018476,5.1637826266,4.6908026344,4.8817807828,4.7847648378,4.7830392938,4.9105245815,4.8939136649,4.9601537783,5.1689289706,4.8035034436,5.2163595492,4.8592546064,4.9484341648,4.9714976495,5.0264015941,5.1112085225,5.0265384601
11746605_a_at,KIAA0586,5.1550067633,5.4817181439,5.2427668189,5.3159776336,5.4289629358,5.2156528673,5.3316654553,5.2172665712,5.272372881,4.7842802819,5.2968539007,5.1834328252,5.249598295,5.5289799853,5.4723864944,5.1118151371,5.194375578,4.9750592439,5.5803503878,5.4518947018,5.4905658235,5.3513363935,5.3636003065,5.054604831,5.7701538414,5.3310750758,5.2357653938,5.2731541905,5.2604837592,5.103204867,5.4547198014,5.374360438,5.2911907119,5.4634229532,5.4032230786,4.9295234485,5.1002470019,5.4099307098,5.4466443411,5.2649604342,5.1652948128,5.4698968645,5.3465181393,5.3363853432,5.0403269566,5.3890104185,5.4417836954,5.4042913044,5.2247418201,5.5685398212,5.4467524805,5.5983793874,5.3341603849,5.3267769928,5.3626677137,5.3490310295,5.4823582903,5.1810145084,5.0695994031,5.1656825731,5.4667957748,5.5235608896,5.4053919703,5.2969794507,5.3573324916,5.3901002619,5.4439264159,5.3338844632,5.511505862,5.1225381918,5.3746727709,5.2524798299,5.1700357264,5.2629469636,5.1198663071,5.3752701358,5.462529884,5.1311354467,5.3201396096,5.2276343033,5.0987285777,5.3420755209,5.2946456364,5.3482484896,5.2401248717,5.7343033138,5.369595849,5.2644878637,5.3506483893,5.4376033852,5.4514011184,5.5218546086,5.3460577729,5.1154570502,5.167943983,5.2475252683
11725351_x_at,KIAA0930,4.9535151628,4.8435893581,5.2378853352,4.7215882213,4.8667278383,4.6348778702,4.6051608523,4.9367407246,4.7782393147,4.8958388071,4.820180416,4.6875591283,5.0221215559,4.5234338833,4.6800229267,5.107211996,4.968935131,4.7784364281,4.7559127526,4.964272531,4.1248615071,4.8423458079,4.8920038203,4.7232902798,5.1725821842,4.6007587599,4.6770172253,4.5993527627,4.5548806677,4.5563463101,4.6945912062,4.7462273027,4.8033834094,4.5890299261,4.9512993288,5.0449458027,5.1409974712,4.778809769,4.7414835669,4.8175613473,4.8540670274,5.0840567922,4.9403379577,4.6130167486,4.5374092341,4.9379793797,4.5915520243,4.9387588134,5.1243065559,4.4975258188,4.9284718588,4.7998147695,4.8238832006,4.7457672673,4.7018124492,4.7092576693,4.5865660489,4.7689399358,5.0181428006,4.9526513285,4.7712179481,5.2537886492,4.5355204555,5.2327856528,4.9187499095,4.4613131673,4.8572468941,4.8928877238,4.9260460383,4.8413032354,4.7618549623,4.8144498343,4.967212968,5.0012184733,5.1955292488,5.045695428,4.8777870416,4.7024412213,4.7994878692,4.8074067936,4.9578356822,4.8294652987,4.6844286299,4.6931635672,4.3621513909,4.568322323,4.9599585177,4.8148260451,4.8435089233,4.9946227196,4.9781184174,4.7970167016,4.6902023365,4.7239943898,4.8170966296,4.6948648511
11729623_a_at,KIF2C,8.1804850273,8.4172162269,8.2029284677,8.4034910481,8.5304616084,8.4150469734,8.3960486557,8.2946921264,8.3294802744,8.1946558767,8.0662681112,8.5498009315,8.3451399028,8.5631027105,8.6163265657,8.3135994651,8.300803291,8.2807370876,8.6826851215,8.33976086,8.4650186434,8.4373481255,8.4019482523,8.4891160847,8.4544262811,8.5249224627,8.3534011118,8.3627263231,8.2390497978,8.3907729936,8.2930496794,8.5721932996,8.1877018836,8.5543177238,8.363178584,8.1918969452,8.1777704265,8.4496048543,8.5951182254,8.4777836183,8.4901537704,8.3906403507,8.3607518579,8.6241330325,8.1265532728,8.1649037526,8.5762001243,8.4731470808,8.21488385,8.5614174984,8.4484213285,8.6643910861,8.3629041864,8.3677042013,8.5077402472,8.3666757522,8.5993244528,8.4581983859,8.239844498,8.3213390763,8.5410076439,8.2602086768,8.54016125,8.2145221113,8.5334583671,8.5604397612,8.5863251503,8.5824282354,8.4737588277,8.074607334,8.3312792345,8.4268887216,8.1435743426,8.2638205878,8.1884644982,8.3808256613,8.5858290428,8.27564702,8.2468447127,8.2190873794,8.2489399323,8.5084964586,8.4698712561,8.3772920766,8.5222032685,8.6735564063,8.2399076471,8.388887246,8.3501733217,8.6052098149,8.2199195743,8.6400104643,8.1531352822,8.2208243762,8.1886172756,8.2435075129
11717703_a_at,KIFC3,8.1566706143,7.9080038857,8.2013642854,7.8675771035,8.0666380479,8.2160001164,8.0775462988,8.2679816853,8.0808120051,8.3705505626,8.0593578048,8.0593213444,8.1844351163,7.9554613987,7.8664128462,8.2097404732,8.2313729051,8.2476128202,7.9396350839,8.1042523717,8.1536740361,8.0601322827,8.0741214118,8.0749181533,7.988352511,8.0252224067,8.0037808798,8.1957541453,8.1967340031,8.1057218434,7.9911999408,8.0883402863,8.2798666334,8.0174086709,8.1776779843,8.169912341,8.206354305,7.9392957774,8.0841852595,7.8891260025,8.105216524,8.1191105892,8.1200108747,8.0503463081,8.0211547732,8.3014660413,7.8876373534,7.9398716451,8.3079189801,8.0519771824,7.8059847264,7.9282956025,8.2089587518,8.0041710646,7.9883052112,8.0417306718,7.9625852659,7.9093953075,8.0824641867,8.2023292691,8.0208331072,8.1555974724,7.8892735565,8.32202861,7.8478771493,8.0534825199,7.8450526684,7.9582171526,7.9784012687,8.3745489971,8.1901424263,8.02601557,7.949554437,8.1343217016,8.1820329187,8.1234363289,7.8956050821,8.2232971496,8.0857738915,8.2827692366,8.0951322536,8.0880857904,8.0142165132,7.9915130691,7.900202417,7.8498570188,8.1986946018,7.8823391349,8.008545995,8.004477172,8.2365105906,8.1141862171,7.9382274265,8.2044969319,8.0349662943,8.0889874984
11727144_a_at,KLF11,4.2553077309,4.3285473647,4.0449285452,4.2180484433,4.3277164181,4.4084869155,4.4660318197,3.798121866,4.3354401192,4.5323223573,3.8905607368,4.2964285925,4.2903566323,4.2044709787,4.2180527541,4.3444441737,4.0428312153,4.0977523014,4.1559353154,4.1266273778,4.2715866426,3.8394493692,4.1638108341,4.1991697057,4.301358515,4.3372125709,4.4416464311,4.2811251983,4.0198761352,4.0180654625,4.2343309021,4.3405510511,3.9966737262,4.2518778808,4.9911092141,4.5376112967,4.074357633,4.1546084791,4.433608117,4.1043119594,4.4532642035,4.531325387,4.5113793821,4.2097362784,3.9946690104,4.2733385816,4.3115488694,4.3075408118,4.1109833516,4.2537920891,4.0158266911,4.2443189254,4.1128433381,4.1347018642,4.2326608242,4.3897389295,4.5081766914,4.3929455259,4.437065116,4.5830089174,3.9872963609,3.9290158738,4.3102804335,4.2124135222,4.331738991,3.9249654355,4.1764206648,4.634997403,4.1336566518,4.2818706093,4.1227184148,4.1243702187,4.1773518676,4.0903219236,4.258025921,3.8848564702,3.9989472943,4.2029302726,4.1412928522,4.2795471575,4.0539310394,4.3065786706,4.5763336317,4.4305892061,4.1145872211,3.6086029767,4.4775266452,4.2753006894,4.4659816077,4.2674140068,4.2988696517,4.2909058469,4.3509666723,4.8023673805,4.3590699503,4.2556998902
11755288_a_at,KLHL26,3.5103758225,2.7271215181,3.376210549,2.7439101742,2.7775974706,2.8436845592,2.770455269,3.2434436948,2.7311206768,3.0364227147,2.6686096758,2.8193322737,3.1181885299,3.0596706072,2.7707932653,3.1514809525,3.4419547656,2.9413112769,2.7750874475,2.8151141957,2.980199977,2.815749223,2.6664488923,2.9544876153,3.1312210501,2.6073860716,2.787170297,3.0098035842,2.8972193506,2.685012386,2.8171768215,2.6500782444,2.8269759938,2.656504168,2.951701935,2.7643206438,3.1397093319,3.2117028779,2.8297401022,2.9036150526,2.8911667105,3.1101426597,3.1067927377,2.6389940742,2.636409363,3.564721241,2.7769481108,2.8570146326,3.4622142312,2.7567338237,2.5791547895,3.0450004306,3.0364959492,2.7662329669,2.7000320596,2.7241237205,2.8171614621,2.7274135448,3.2381775635,3.0168998549,2.8068473135,3.4627605194,2.6919383267,3.0596706072,2.9712010002,2.3966966955,2.9364786436,2.7274135448,2.5949017903,3.4346403036,2.7679284629,2.6586457191,2.8717227883,2.8733788129,3.3018165921,3.373854194,2.7491028471,2.812237909,2.6326403013,3.298082212,2.8101729947,2.9835149518,2.821718419,2.6983433132,2.6171483064,2.9424415026,3.2075370268,2.6572935531,2.9297123833,2.6864659071,3.3665721608,3.155332945,2.6097134525,2.9740416972,2.9260400771,2.395055624
11743695_at,KMT2D,3.9354961519,4.2258404974,3.6300297126,3.8201513503,3.811374237,3.7154148012,4.0302099944,4.2015900927,3.6428866076,4.0290659781,4.0459584518,3.5697133991,4.0277023475,3.6912998818,3.9491506249,4.0676415323,3.7624756291,3.8453851249,3.8232992187,3.6929709374,3.7142270331,3.7158009481,3.6484387249,3.831112539,3.7037143086,3.7133067315,3.6034697777,3.8246332644,4.0809386296,3.7295450217,3.9045402055,4.0007720122,3.822080353,3.9210489146,4.0015277838,3.7677420414,3.8885867765,3.886898307,3.926580935,4.0541216118,3.9956751626,3.7622936483,3.7917740319,3.9625172018,3.788302797,3.6548186219,3.9092742303,3.8506698137,4.2579803124,3.9450973618,4.1248126665,4.1315292768,3.9316427828,3.7550008343,4.0611864372,3.6242628566,3.9586550634,3.723779344,3.8739763055,3.8401205112,3.9196642666,4.1918760423,4.0207464522,4.1100072622,3.5878017777,3.8861445171,3.89180632,3.9843807911,3.737122796,4.1819733916,3.9726192649,3.8290984285,4.1775137673,3.8820654868,3.7061654296,4.0805650627,4.0439817955,3.9374723738,4.2184038073,3.8118425038,3.7767408998,3.9587563594,4.0754040717,4.1222165944,4.0967122275,3.911890937,3.8160238656,3.8695172617,3.7337000074,3.8765106891,4.1129041474,3.9292915517,4.0416730462,3.848257622,4.0110802982,3.9768143339
11742006_at,KRTAP12-2,3.1190482031,3.2943601843,3.4186764726,3.1285774504,3.7309331269,3.3646572258,3.3319221823,3.7976069564,3.2585736356,3.6527854773,3.1188934799,3.2546685848,3.2503452617,2.7736805549,3.3093649477,3.3848070734,3.0040857511,3.2765005706,3.5721176826,3.2707463175,3.3552222867,3.4077009575,3.0579193502,3.0381719096,3.5341005992,3.2933809159,3.2409371797,3.0095028633,3.2332796685,3.2950102336,3.1390969106,3.088060462,3.3025410747,3.4157640141,2.9807643093,3.2421594931,3.069711578,3.149515899,3.4269416288,3.1944262154,3.1499308148,3.0059732469,3.4544016886,3.284463311,3.0247724594,3.0509669767,3.5180230134,3.0735732588,3.4651603574,3.0727036879,3.5426896021,3.4422331043,3.0708305465,3.1454663764,3.0687007232,3.0896833936,3.2688369967,3.4754169664,3.3723708936,2.7989484366,3.1927930259,3.2106363919,3.0887064451,3.4373627229,3.2934873097,2.9206611989,3.3764424963,3.8455763699,3.2440441637,2.9181002182,3.1981013266,3.1643135168,3.1134545499,3.1699161518,3.1777485002,3.1076010284,2.866058547,3.3437292693,3.5830887255,3.0431194705,3.3538519039,3.0638489716,3.0001283725,3.0436709464,2.8693091114,3.0908911049,3.226342137,3.267238046,3.1055734143,3.0945088357,3.2029110177,3.0679871463,3.2705284483,3.2822544277,2.8925302809,3.0613729871
11749566_s_at,LCMT2,5.0791628128,4.8652697102,4.7878220473,4.6853369668,4.4596948718,4.5428246292,4.660548966,5.1552944636,4.6329386403,4.7453332833,4.8435346501,4.7312546935,4.6071226494,5.0689685566,4.9914120218,5.0281029674,4.6992348058,5.0229421868,4.8352411997,4.8832365598,4.7571036883,5.003314608,5.0056579786,4.7614144628,4.5273268458,4.3702454936,4.9352125235,5.2354207668,4.718158748,4.6734648872,4.7194589658,4.8571602282,4.7505773202,4.7907538611,4.5135949737,4.6734648872,4.7573632194,4.7483685753,5.0185852596,4.431982058,4.5224292411,5.0285259796,4.6497224172,4.3172040924,5.2611084911,4.9692242894,4.7431279952,4.8539771853,4.2385955428,4.6549473358,4.5164563141,4.6495121803,4.6491850927,4.4417706964,4.9801117215,4.8726690903,4.7523544862,4.8689900013,5.1603148271,4.442090819,4.7620605249,4.9149007104,4.840562208,4.9172728016,4.7550708691,4.8509403278,4.7767916478,4.5885935068,4.9092061195,4.8926479648,4.849689783,4.6601632228,4.8352411997,4.7457169611,4.4410333669,4.7831613837,4.9561604464,5.112966355,4.6009765188,4.7667244694,4.9029375057,4.7905949978,4.6958074228,4.7501651328,4.766212935,5.0037230584,4.8615397941,5.0722197397,4.6633427963,4.816126568,4.8218568148,5.2108183105,4.292685092,4.6841554614,4.7765001673,5.143380094
11749626_a_at,LDB3,2.6069107929,3.0440210879,2.9844090861,2.6320835603,2.7092398553,2.7979990589,3.0359995381,2.8709664059,2.7995814837,3.3087517255,2.5734685538,2.9303123003,2.7572777886,2.6418807418,2.9290904723,2.8840230671,2.6649770405,2.8281988783,2.7974013631,2.7256369282,3.2449538734,3.1351624971,2.6390306254,2.7195127454,3.0443197305,2.8777848985,2.7527672718,2.7863154894,2.8450405105,2.4897890892,2.694664391,2.6903488363,2.7859159099,2.7179904871,2.8316750625,2.813025254,2.7057624558,2.9073310956,2.8723412109,2.9144502466,2.5394604552,2.8238730029,2.9034903255,2.5890354236,2.7438657062,2.9901244875,3.2913781748,2.8393618694,2.6522401108,2.8160767254,2.6322277309,2.7526965295,3.1732706722,2.8947828305,2.8525022868,2.7693403058,3.1197472263,2.8290873372,3.0324776563,2.9172702209,3.0406684504,2.6298435905,2.8995103307,2.6756279464,2.8201731393,2.9609772116,2.8976395784,3.1000303944,2.7767484551,2.8937446832,2.8755647454,2.8394684637,3.264911996,3.0132031617,2.6920702614,2.8830970288,2.6654414367,2.8539954264,2.9259270277,2.7713056549,2.9207018876,3.0887764398,2.8796332521,2.9897263508,2.9535942717,3.2231489463,3.0511372793,2.9939270333,3.273220014,2.8191993622,3.1652078655,2.9276536021,2.8955241298,2.8048689441,3.2476894695,2.8408889548
11726498_at,LIF,7.1472087918,2.6996231466,6.7875991895,3.1075375954,2.7040427929,4.5604220442,4.8832994449,6.6846986831,5.0994929457,3.4936998271,2.7193500057,3.7681302928,6.9555684517,3.16506573,3.0391331535,6.793927066,6.6802777837,6.7971023513,2.9036437515,2.7921220848,2.7075094987,3.2019210657,2.7652302075,4.3212878438,3.124999203,3.5433537109,2.8179489722,3.9772609048,3.4020532226,4.9455263507,5.4420317806,5.1657878283,7.0033749234,2.5495962089,7.0044817195,4.033669076,6.632629536,4.168821902,3.2053037574,2.6177252208,4.6221443067,4.7721906959,6.9504926788,3.3105629071,3.3774507284,6.9717460458,3.1438243801,2.7569661821,7.030342405,5.0826428492,2.8732376906,2.8332968063,4.976769166,2.7749177966,3.1984179025,3.1676936405,3.0605765117,3.1444664167,6.7440471698,6.5178155281,3.2737128755,6.8594537747,4.9006852942,6.732225531,2.8157159292,2.7589502619,2.5137680406,4.6638655309,4.6693422659,7.0666824875,4.4562834932,2.9175014936,3.1728939228,5.1835305244,7.3223092642,6.8880834046,3.3870247626,3.595167924,3.6064697488,7.2403414487,4.0241987306,2.7974297917,5.1581259917,2.837974705,2.9551404927,3.0915521542,6.9967313757,3.8481937869,5.4493972136,3.2188388254,7.0472364459,2.9652608131,2.7851270758,7.0126472341,4.9202212817,3.4121328998
11717133_a_at,MAFG,6.9664461065,6.6968727878,6.9699712322,6.5548917561,6.4661821754,6.7213982715,6.8440600194,7.0713002448,6.8795560364,6.6720684486,6.4245362224,6.5931991526,7.1209681589,6.4800138061,6.5863382496,7.2147170816,6.8240212257,7.069157534,6.6425825284,6.3421965462,6.9328486675,6.6336441444,6.4933029171,6.6422349182,6.8868446572,6.7010414974,6.559902523,6.8273814093,6.6370675198,6.9027690284,6.7635035322,6.8948242375,7.0834934138,6.3758631466,7.1202483226,6.5240969572,6.8501499369,6.7614006213,6.4799948474,6.5450427902,6.6989214596,6.9071074138,6.9613800276,6.8751793773,6.3627867531,6.7838491958,6.6241004095,6.675466164,7.2037149217,6.7798806312,6.629073816,6.7743222133,6.8555747207,6.3488803415,6.4935002101,6.6369305534,6.4987777397,6.7113625888,7.0111429857,7.0295185751,6.6562670888,6.9533130052,6.8452362774,7.0618197017,6.6089185889,6.5541992719,6.5457247324,6.6920628078,6.6466513941,7.0850043695,6.5106589287,6.669156967,6.3233413561,6.9354165794,7.0428247023,7.007860512,6.5643690758,6.8001964781,6.6943591072,6.9166658843,6.6994808406,6.4476679296,6.9479396565,6.5288765954,6.3997788588,6.5737945148,7.0547086602,6.5440506148,6.894494519,6.6157257289,7.1265025886,6.758360204,6.4604878536,7.0676418929,6.5607026773,6.5036661267
11746604_a_at,MTG2,5.3391838186,5.1838955589,5.1167102588,4.9944309929,5.2250743837,5.3108061618,5.2093105811,5.4585833428,5.4386524557,4.963874784,5.3248960326,5.0968699127,5.4179018564,5.3517032909,5.2726846411,5.0959938966,5.2048575482,5.2295169748,5.304480196,5.3122152733,5.0270846337,5.2227005638,5.1117656587,5.1009722384,5.0374444755,5.0025384983,5.3270755181,5.2918191434,5.1384003321,5.3098783112,5.2989855873,5.4011486453,5.4952036745,5.14812489,5.2415175006,5.2057367628,5.3616173723,5.3483233359,5.3193180647,5.0650755321,5.3901389539,5.0957573032,5.2179380029,5.207384393,5.452005032,5.2915085376,5.2012069456,4.9463650289,5.5770448199,5.3481591851,5.2564974335,5.3128171622,5.262739837,5.2102040896,5.0773732776,5.1808506729,5.0752175258,5.1729121146,5.3852133715,5.0279994238,5.1393956793,5.2242160324,5.3438942209,5.4561257901,5.2130278311,5.0101097729,5.2764858423,5.5287987245,5.3110107179,5.1676940979,5.214302829,5.0014637752,5.4179665472,5.1945568939,5.2753763047,5.3968126817,5.3888448588,5.2172417109,5.5975610672,5.1566408352,5.2891203071,4.910088116,5.2094452109,4.9913854132,5.0448836249,4.9451652999,5.2454143544,5.2749069753,5.2095290803,5.1396872597,5.2065873718,5.3580011148,5.083715735,5.018584735,5.1685923516,5.2369422983
11759661_at,MYO10,7.6645838617,6.120393699,7.7287361821,6.1596524276,6.0860385004,6.4519202145,6.4417056384,7.6688322929,6.5370695095,6.3572702773,5.6701947655,5.908394564,7.1959859456,6.3833421394,6.1920569635,7.1095775372,7.7982931269,7.6963844994,6.1518159056,5.9633982764,5.7875968458,6.2335117535,6.1628356538,6.2135502125,6.0162702546,6.5148689974,6.0022354579,6.1771744548,6.2340678239,6.3323592943,6.6095705947,6.6335236832,7.4442996446,5.8399927295,6.8839725035,6.3666189871,7.7528889071,6.3982361272,6.1561847006,6.2301164525,6.5560849895,6.6511664082,7.688117882,6.1150190797,6.2168558129,7.551221191,5.9741969303,5.5995404216,7.8564350224,6.3822256339,6.1736650578,6.1110515051,6.1353225354,6.127978968,6.1908540232,6.1846923732,6.0522300937,6.015852228,7.7779759218,7.1105059854,6.1323445798,7.8289217058,6.2955438927,7.5607312388,6.0305439019,6.1008727613,6.3861128949,6.629784266,6.3075027289,7.5115338695,6.2250633146,6.115189263,6.1749856386,6.6359825852,7.7371188469,7.7152742546,6.1164829022,6.1476808311,6.3084526185,7.5902641366,6.1901333719,6.0547766922,6.5304005147,6.2923522023,6.1889257908,5.9014865336,6.9564266703,6.1520251125,6.8326352975,5.9828520567,7.6375178619,5.9382669251,5.6523188561,7.1029126515,6.3342499922,6.0501486146
11736899_x_at,NAIP,3.8716394703,4.4766426979,4.0635284632,4.3768569465,4.4700872132,4.4156800309,4.1400220269,3.9039034583,4.1919621444,4.723373398,4.190087304,4.2491184404,4.0014387369,4.6542314008,4.3517962366,4.1068171154,3.8298556344,3.9677190139,4.3225490969,4.7272231484,4.6930414003,4.6516493493,4.5839444417,4.1946973576,4.555235022,4.8885414078,4.2522110445,3.9474593465,4.7239869225,4.0653453315,4.3149079899,4.0365443148,3.8376715209,4.6490317394,3.9897575794,4.2565086046,3.6976904019,4.4972656567,4.3576643546,4.620459681,4.4245547687,4.5917957891,3.9244913289,4.5732620123,4.5672099714,4.0550519532,4.614836808,4.2202660038,3.6388391322,3.99119142,4.336845142,4.5657660666,4.117751632,4.5953446542,4.1349204279,4.607042598,3.922312762,4.6236910433,3.3664938727,4.1457979125,4.5152469266,3.9351523229,4.4428977491,3.8667187751,4.6654929036,4.3479781856,4.525919814,4.537477822,4.1503016129,3.6848251964,4.2911585324,4.0587974185,4.4924193607,3.7345987289,3.650290337,4.0623437324,4.4236657859,4.4828854851,4.009579658,3.9457302602,4.2101043895,4.4421498032,4.5927534697,4.6225545282,4.4247374572,4.6061393941,3.8929291852,4.5692929708,4.4273689714,4.3713961702,3.9294676323,4.1118946377,4.5072329904,4.0186331885,3.9972414628,4.2764719555
