ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	2.7265847569	2.5719419753	2.9762805121	2.7467865484	2.4791047786	2.7599208605
11736238_a_at	ABCA5	4.7248197174	4.5531057197	4.6708870319	4.9433460771	4.5426061866	4.4826192159
11724734_at	ABCB8	3.0674790086	3.3270181922	2.8720388841	3.1657624381	2.9023045385	3.3227028284
11723976_at	ABCC8	3.2439479066	3.4042727727	3.3518448962	3.3620139546	3.4485983971	3.4740523709
11718612_a_at	ABCD4	5.1457332367	4.4659541606	4.7025587669	4.8305294585	5.0937255627	4.9769905962
11758217_s_at	ABHD17C	8.3265679308	8.297945505	8.4061035356	8.2425963905	8.4358685276	8.4315453507
11744541_a_at	ACKR3	2.4105862023	2.0353735757	2.3538115355	2.8712133148	2.2805886212	2.2628082847
11730931_at	ACSS3	2.2553658968	2.2923285837	2.2983966369	2.4611953796	2.4185419502	1.9174301249
11738454_at	ACTBL2	2.7995129528	2.652705894	2.3037056325	2.4634681521	2.4320897919	2.4458345241
11727682_at	ACVR2B	3.677923185	3.484716369	3.4822744848	3.6892177459	3.3882886253	3.6345167294
11733762_a_at	ADAMTSL1	3.3024472697	3.438748316	3.0893572765	3.0365739614	3.0105489302	3.2549262289
11756406_x_at	ADM	10.9046869367	10.8169853291	10.9347466017	10.949819836	10.9609626534	10.8853713835
11743232_a_at	AFDN	2.4407554962	2.5722762113	2.6338138764	2.7187915429	2.4608593482	2.321711844
11743984_a_at	AKAP1	4.6060139127	4.5871457536	4.5956013296	4.4042995135	4.75428553	4.3434093611
11723804_a_at	AKAP12	8.69495898	8.68216686	8.6763665843	8.7628402958	8.7730704895	8.7142789311
11716720_a_at	AKT1S1	3.856846181	3.8681374448	3.9593617781	4.0993199961	4.4211509202	4.0601128388
11733006_at	AMOTL2	5.085901323	4.9193043283	5.1140278482	5.2604465484	5.3113586227	4.9756949479
11719576_s_at	AMT	2.9325527489	2.9522661484	2.9499944075	3.33664636	3.286754063	3.0870685546
11719577_a_at	AMT	4.253957852	4.1689080715	4.0259052964	3.9347765206	4.3975805241	4.2023936576
11755899_x_at	ANKRD36B	4.0676489578	4.3375746251	3.9479798568	4.1089280803	3.9557243296	4.1052278467
11755987_a_at	ANKRD44	2.4270796347	2.5853229316	2.4828957363	2.3608630844	2.4124343074	2.1340372402
11756425_a_at	ANKS1A	3.0427177443	3.4381800476	3.3616834966	3.4523903874	3.4883731856	3.2769177154
11727683_a_at	AP3B2	2.1538728538	2.0255592009	2.2297330845	2.2759795339	2.194448811	1.8680075337
11734819_s_at	APBB2	5.6313839071	5.5895682304	5.6217994666	5.4621047881	5.5457256231	5.660041813
11723975_x_at	APOL3	4.3932885887	4.5649694957	4.4114864305	4.4319902639	4.2536211779	4.7132011635
11722736_s_at	APPL1	6.4002196048	6.0382873637	6.1755336935	6.2794558556	5.7831043937	6.0415836101
11733928_a_at	ARMC8	4.0852208957	4.1719878548	4.1400319323	4.2685307421	4.5261892599	4.2680525649
11751585_a_at	ASB8	6.2300098376	6.2273923331	6.4127565124	6.3556289039	6.2485330216	6.2397092202
11716966_a_at	ATN1	3.7219709745	3.6884525133	3.569628149	3.3624550127	3.8927197258	3.4496452152
11716154_x_at	B4GALT1	5.0543137373	4.6256757763	4.7286644424	4.5328279884	4.9713101426	4.9849111059
11753657_a_at	BACE1	3.6076116216	3.9314391308	3.9398637495	4.0200986563	4.3724169316	4.1625548562
11719907_a_at	BCL7A	3.0318291559	3.2911351703	3.4408549445	3.0142440359	3.6683231017	3.3960836351
11753436_a_at	BRF1	3.4675965704	3.4466346534	3.4474678054	3.1298372981	3.5884553998	3.8149608615
11715613_a_at	BTG2	3.4394958511	3.5723958029	3.383906859	3.3748703199	3.166239825	3.0131741497
11720531_at	C9orf72	4.6105267677	4.1819196719	4.3726235112	4.3205438146	4.4461000004	4.3346562585
11725936_a_at	CAMK2A	2.3591700514	2.2734923486	2.3853470031	2.5352464543	2.4892411994	2.386851555
11758321_s_at	CASTOR2	3.2962429288	3.3619871077	3.2530158575	3.0645310762	3.1259117542	2.7903320867
11720081_a_at	CBX6	3.5054347554	3.2558350286	3.1331543695	2.9475070979	3.3197135766	3.3403887879
11744695_a_at	CCDC90B	8.2809117882	8.1538774297	7.9424383535	8.3575439392	7.7502261898	8.0926455394
11748789_a_at	CCNJL	3.0669745543	2.8873495081	3.1535897745	3.3190073873	3.2254082151	3.0876653572
11733978_a_at	CD28	2.3366171049	2.3666940156	2.2041019329	2.1784678027	2.2997162255	2.1900557555
11724728_a_at	CD8A	2.5983732921	2.6438779097	2.6425105953	2.4118962922	2.6102352056	2.9258866632
11724729_a_at	CD8A	2.4906725221	2.7846496619	2.455175974	2.4742782642	2.2639440797	2.2320271519
11742224_a_at	CDC20B	2.4044618961	2.3947845128	2.3061369322	2.4624484481	2.5148282971	2.639489856
11756837_a_at	CLEC5A	2.4741804622	2.3218135318	2.3716905372	2.2984246993	2.2387516816	2.3356701544
11718178_a_at	CMTM4	5.8954756471	6.011672828	6.0238267209	5.8172653773	6.0808991424	6.0000147322
11715414_x_at	COL3A1	8.2106921052	7.8808305162	8.024896266	8.4354005346	7.848530764	7.8572252139
11721705_at	COL7A1	8.2767261676	8.2574382789	8.2032768075	8.2478197076	8.2116518714	8.2583576754
11758474_s_at	COLCA1	2.1298825117	2.1018538742	2.2527548372	2.2207778313	2.2833994818	2.3698713548
11754666_a_at	CORO1A	4.5309787257	4.6746019908	4.1503338079	4.3585258975	4.7347573609	4.6547337799
11740000_a_at	CPEB3	4.0145680312	3.8351238369	3.7005250228	4.0437762014	3.5226151948	3.3705390084
11726336_a_at	CRLS1	3.092220117	3.4634141335	2.9116848856	3.0363938598	3.1418321209	2.8225552111
11743745_a_at	CSPP1	4.2248046915	4.4301197057	4.2372212023	4.9589932324	4.648877438	4.4223709803
11723137_at	CTXN1	3.5576639657	3.6547488797	2.8396593199	2.9038027325	3.3192674838	3.2445235831
11734551_a_at	CX3CL1	2.9855538906	3.0136839744	3.4509665142	2.9512885433	2.9080549151	2.9937664609
11733003_a_at	CXCR1	2.6797440755	2.2774161774	2.6828659142	2.5473783633	2.6656256489	2.5914663773
11755109_a_at	CYFIP2	4.9544948648	4.7542980114	4.9072812974	4.8146389462	4.8938790854	4.7782644062
11735386_a_at	DACT1	3.7001201766	3.9420413495	3.42225566	3.8466848022	3.7441579194	3.7253454922
11729039_at	DCDC2	2.4146973687	2.6472629764	2.8872705527	2.3696353464	2.5999818261	2.0980244061
