ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	3.0208586892	2.6092311074	2.7895190081	2.6873765743	2.4642180653	2.8186925544
11736238_a_at	ABCA5	4.5750281551	4.5894442314	4.67256663	4.708297566	4.6288415445	4.6697247226
11724734_at	ABCB8	3.041221026	3.1433328736	3.1669011793	2.9816921154	3.0510723355	2.8967290725
11723976_at	ABCC8	3.5904405199	3.4753008907	3.2348736789	3.2341857727	3.3337420719	3.3353697392
11718612_a_at	ABCD4	4.625945821	4.7397347325	5.1611174695	5.2586616289	5.123923351	5.2507603941
11758217_s_at	ABHD17C	8.0395361932	7.8572023101	8.1340966261	8.0719512353	8.0483650057	8.0464892607
11744541_a_at	ACKR3	3.0268853342	2.141093926	2.3957675232	2.3787065077	2.6128595608	2.4990369315
11730931_at	ACSS3	2.4447564597	2.4798254877	2.3043265662	2.0723841928	2.367870745	2.5433767091
11738454_at	ACTBL2	2.312117047	2.2509904415	2.6016548289	2.3141437113	2.3754446075	2.4257463073
11727682_at	ACVR2B	3.5309242996	3.8618813697	3.6634892602	3.7368393975	3.833925866	3.5314969228
11733762_a_at	ADAMTSL1	2.867781421	3.2837165239	2.9002253407	2.9696942273	3.1572174597	2.7662961867
11756406_x_at	ADM	11.2067856742	11.178387504	11.1259655541	11.2309099692	11.2320041073	11.1983588297
11743232_a_at	AFDN	2.9748958204	2.6784635957	2.6835057006	2.4750025981	2.7436562141	2.7539996316
11743984_a_at	AKAP1	4.3248786889	4.1658203325	4.3283829488	4.4732089898	4.4318833228	4.5263741558
11723804_a_at	AKAP12	8.2012808858	8.3722417436	8.2881259152	8.4894058533	8.4757127992	8.5021912883
11716720_a_at	AKT1S1	4.1471102461	4.0101953725	4.0577102508	3.8062069325	4.0747816137	4.1612414273
11733006_at	AMOTL2	4.816035364	4.6155484424	4.533712707	4.715810046	4.7034956132	4.8437265889
11719576_s_at	AMT	3.167662409	3.4350059508	3.3290772342	3.3719355645	2.8415147029	3.0753852765
11719577_a_at	AMT	4.459628575	4.4124808299	4.231412584	3.9937511885	4.0884401236	4.299832724
11755899_x_at	ANKRD36B	4.2910396558	4.141140444	4.1129071567	4.3621311773	4.2880016272	4.0867619696
11755987_a_at	ANKRD44	2.1907491611	2.2731538588	2.0047486887	2.3288828728	2.1593699126	2.2234871602
11756425_a_at	ANKS1A	3.4998834242	3.2372124964	3.5452418332	3.16156893	3.1517286224	3.2812961687
