ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	2.5827664355	2.5688015001	2.717998813	2.7384121224	2.813021596	3.119294702
11736238_a_at	ABCA5	4.5775848786	4.680848459	4.4400464275	4.5550919059	4.6243691683	4.5465509557
11724734_at	ABCB8	2.7129337083	3.296662726	2.9365042184	2.9082530007	3.0632129201	3.0775246926
11723976_at	ABCC8	3.3939782979	3.6000543081	3.4605231308	3.6978898346	3.0975619523	3.2946402003
11718612_a_at	ABCD4	4.9987219158	4.7842279131	4.9872132633	4.9048989719	4.7702601422	5.0255042563
11758217_s_at	ABHD17C	8.5703966443	8.5877649561	8.3744217875	8.5025983851	8.4423207749	8.4623909105
11744541_a_at	ACKR3	2.4460939586	2.6573323897	2.5435265756	2.5471178688	2.6629702294	2.3425833632
11730931_at	ACSS3	2.3040134678	2.2986317957	2.3097469499	1.9850520982	2.2081513487	2.4482093427
11738454_at	ACTBL2	2.2656248012	2.664441275	2.253630342	2.5371032106	2.4663138621	2.3539596981
11727682_at	ACVR2B	3.69565691	3.3623360517	3.3486297158	3.7084320142	3.7027212617	3.4759429523
11733762_a_at	ADAMTSL1	3.077672042	3.2157916843	3.038657835	3.02750492	3.0813153679	2.9815018219
11756406_x_at	ADM	10.98739812	10.9280366298	10.7943874663	10.8701279412	10.8791818755	10.9236302709
11743232_a_at	AFDN	2.4586310978	2.5068280482	2.5685172717	2.3010793173	2.7909084766	2.4004688321
11743984_a_at	AKAP1	4.4343951483	4.5121316992	4.6864600464	4.1472330829	4.3997483378	4.5885361601
11723804_a_at	AKAP12	8.7272605594	8.6783813845	8.7957260416	8.7291333294	8.7446107567	8.8078739876
11716720_a_at	AKT1S1	4.127216242	4.3340546098	4.4005155673	4.0578144671	4.2934793605	3.7796825975
11733006_at	AMOTL2	5.0829680397	4.9880721126	4.9865490111	4.8787695142	4.8757610959	4.8795399017
11719576_s_at	AMT	2.9764732612	2.7504377976	3.1160671802	3.2721132624	3.1457300214	3.2255089607
11719577_a_at	AMT	4.0893165059	4.3794118893	4.0385881245	4.0591734985	4.2078260307	3.9106128111
11755899_x_at	ANKRD36B	4.0924986834	3.8249031967	3.9422320173	3.7612700956	3.9548291414	4.1838125886
11755987_a_at	ANKRD44	2.3830317247	2.2694997011	2.284082995	2.0307441113	2.2206815428	2.237284726
11756425_a_at	ANKS1A	3.4591107429	3.1043917339	3.5564023118	3.8909616546	3.3353401544	3.4661335121
11727683_a_at	AP3B2	2.1994113382	1.9974822427	2.1024915087	2.4462076254	1.9679926091	2.1736202579
11734819_s_at	APBB2	5.6548518705	5.6022316533	5.6235182953	5.5958345133	5.6059118568	5.5755834233
11723975_x_at	APOL3	4.2543776925	4.3721803778	4.5604965091	4.2089446078	4.3603898024	4.2975752352
11722736_s_at	APPL1	6.204162181	6.0466335977	5.9615193385	6.1335449397	6.4202934535	6.1572015614
11733928_a_at	ARMC8	4.3242303788	4.0928279366	3.8939087371	4.2052074311	4.1358845292	4.0176636492
11751585_a_at	ASB8	6.4455831312	6.3377424483	6.3495716114	6.1118529354	6.2103252604	6.4704932145
11716966_a_at	ATN1	3.5243648656	3.3313857382	3.8322266088	3.5229064756	3.4648367211	3.3757533225
11716154_x_at	B4GALT1	4.9647494172	5.0252461248	4.8062696568	5.2006133902	4.5493988573	4.9910129214
11753657_a_at	BACE1	4.3324565656	3.6969899672	3.9726544823	4.6774569325	4.2977113278	4.2718817158
11719907_a_at	BCL7A	3.6965853744	3.6294315338	3.351705404	3.4584334827	3.1881324015	3.0775246926
11753436_a_at	BRF1	3.2597113489	3.5723576946	3.4685334146	3.6364098966	3.0560078968	3.383531403
11715613_a_at	BTG2	3.3010798152	3.3058183888	3.0050780921	3.2987445594	3.4848238513	3.5015486061
11720531_at	C9orf72	4.2945009924	4.272907099	4.1437692032	4.393247357	4.4975605503	4.265294245
11725936_a_at	CAMK2A	2.3819633611	2.2816007815	2.4508366195	2.3926347406	2.2448313489	2.2002469753
11758321_s_at	CASTOR2	3.0437149409	3.1600409547	3.1218582972	3.0746818387	2.88187366	3.4175459666
11720081_a_at	CBX6	2.5866021451	3.4643986984	3.3004627576	3.2134567382	3.1014847071	3.107976476
11744695_a_at	CCDC90B	7.8551016229	7.8864828377	8.0481949582	8.067657658	8.2040801118	8.1180579127
11748789_a_at	CCNJL	2.9583145898	3.0406526397	3.1374873029	2.9134995181	3.2017181804	3.0119757253
11733978_a_at	CD28	2.2388956904	2.4079146171	2.2525345832	2.0599405404	2.1516724567	2.2655486291
11724728_a_at	CD8A	2.6408497023	2.5353535896	2.6251021726	2.4914992707	2.4704496396	2.6679018194
11724729_a_at	CD8A	2.5554588839	2.2917810874	2.4367445405	2.4072972261	2.3985120567	2.2913068605
11742224_a_at	CDC20B	2.3219179218	2.9510154769	2.4909393709	2.4575210164	2.3914094972	2.4780246342
11756837_a_at	CLEC5A	2.0817544225	2.5065197106	2.2979572822	2.6634448947	2.3215606216	2.2672468321
11718178_a_at	CMTM4	6.204676558	6.0507595204	5.9774138434	6.1089863134	5.8785544853	6.0470285694
11715414_x_at	COL3A1	7.9434776647	7.8702996178	7.9142992146	7.987357936	8.2469885149	7.9818196022
