ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	2.7732345692	2.751759621	3.1479784845	2.6518922134	2.6824507769	2.6411434957
11736238_a_at	ABCA5	4.8255544658	4.4160433338	4.7182311134	4.5651071406	4.5699096561	4.8462431364
11724734_at	ABCB8	2.9663024684	3.0690564269	3.1328734725	3.2297421498	3.0368237787	2.700172277
11723976_at	ABCC8	3.2817662902	3.6814119626	3.3868890503	3.4116855261	3.2575580579	3.5332687006
11718612_a_at	ABCD4	4.5905847441	4.5228811818	4.5294858356	4.6582582808	4.5024795242	4.5601714033
11758217_s_at	ABHD17C	7.8630119954	7.9264150934	7.7609764381	7.9914776881	7.8415661057	7.7593500499
11744541_a_at	ACKR3	2.8714859476	2.9681972689	3.2497068909	3.0401143116	2.5639169579	2.8107753773
11730931_at	ACSS3	2.167558011	2.3426249463	2.2135939056	2.4220438853	2.3112612748	2.5005494361
11738454_at	ACTBL2	2.5200409714	2.4094487068	2.6975006425	2.43353732	2.0515507238	2.4593450695
11727682_at	ACVR2B	3.4111377218	3.5692404834	3.4836984132	3.4543920745	3.1906016675	3.1956775114
11733762_a_at	ADAMTSL1	3.0814021516	3.0983081627	2.933515238	3.0777551959	3.251016835	3.4393233809
11756406_x_at	ADM	10.0100078405	10.0421676525	9.9796557625	9.929076489	9.9276056956	9.9040722323
11743232_a_at	AFDN	2.6216166407	2.9043795564	2.7439767385	2.5076132538	2.4255767875	2.6986675195
11743984_a_at	AKAP1	4.6969700126	4.3191782532	4.0786067252	4.2884815811	4.603080333	4.3418367868
11723804_a_at	AKAP12	8.7240616984	8.7471931948	8.8070401791	8.6915262148	8.7396987294	8.6547549924
11716720_a_at	AKT1S1	4.0171574372	4.206516508	4.1053670421	4.2813542424	4.2819741189	3.7136168191
11733006_at	AMOTL2	5.1762934218	5.4247037935	5.1573104971	4.9649783148	5.2555409081	5.167353579
11719576_s_at	AMT	3.2174151905	2.7159866867	3.2958586772	2.8903425573	3.4229170465	3.7917696779
