ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	2.9182815513	2.8322883079	2.820090393	2.6677789296	2.8082019776	2.7216462333
11736238_a_at	ABCA5	4.4299879486	4.5725655566	4.4370094233	4.4682888362	4.2543109411	4.5162396932
11724734_at	ABCB8	2.9093549325	2.8999634469	3.1846567372	2.9823052813	2.6671101693	2.9887823999
11723976_at	ABCC8	3.2823995045	3.3684567739	3.4230248864	3.5687593573	3.5916329029	3.5110708642
11718612_a_at	ABCD4	4.8071825905	4.8838777412	4.9523201142	4.5983475941	4.7496889489	4.7677197501
11758217_s_at	ABHD17C	7.9113056039	8.2010317538	8.1535038015	8.1962959187	8.1095639366	8.1734505645
11744541_a_at	ACKR3	2.5423393887	2.5739073289	2.2119434532	2.4748975231	2.3960837315	2.7275718591
11730931_at	ACSS3	2.4410385585	2.5252044686	2.3323471526	2.5207165826	2.0963726938	2.3407025579
11738454_at	ACTBL2	2.4925106995	2.4886080446	2.6542789959	2.3834766819	2.780681047	2.7540608345
11727682_at	ACVR2B	3.9693061685	3.6050772261	3.5195048573	3.6898819337	3.503784437	3.8461275058
11733762_a_at	ADAMTSL1	2.8503954419	3.1724133271	3.3176430751	2.9009830087	3.1672772201	2.9257317181
11756406_x_at	ADM	10.7156454906	10.9072419006	10.9225090428	10.9156241126	10.8377075365	10.8058866538
11743232_a_at	AFDN	3.0316007383	2.4285303179	2.3775431533	2.8401365285	2.7394440726	3.274982851
11743984_a_at	AKAP1	4.4111246048	4.4508658193	4.5183589256	4.3211091069	4.5823292862	4.6714587047
11723804_a_at	AKAP12	8.4491847021	8.6174791589	8.5976884064	8.6001621886	8.5886122697	8.563166533
11716720_a_at	AKT1S1	4.2037005998	4.2146946154	3.8758918825	4.3349769836	4.2404564547	4.3981177482
11733006_at	AMOTL2	4.93072555	5.422376892	5.123475517	5.0531214088	5.213402235	5.0453380464
11719576_s_at	AMT	3.7656528113	3.1956896263	2.7354123945	2.9586441306	2.7123973703	3.5299428979
11719577_a_at	AMT	4.2805900962	4.2989056088	4.0580770754	4.1969440091	4.1210191434	4.291071422
11755899_x_at	ANKRD36B	3.8479629689	4.1423677738	3.9994592573	4.1621542055	4.0815496737	3.7596822522
11755987_a_at	ANKRD44	2.2122409054	2.2963744051	2.1191951835	2.1403852287	2.3352968634	2.2698626621
11756425_a_at	ANKS1A	3.4178775442	3.4502059401	3.4662064147	3.7415931761	3.6464035184	3.7944985967
11727683_a_at	AP3B2	2.1657283469	2.0687590618	2.1913113118	2.3328591145	2.2378944851	2.2228912999
11734819_s_at	APBB2	5.338132801	5.5896051242	5.4985875222	5.362920628	5.6206893135	5.6917820287
11723975_x_at	APOL3	4.3565359279	4.2289253718	4.3943045794	4.4233321161	4.2520201108	4.4338466038
11722736_s_at	APPL1	5.9907036221	6.3225917875	6.0950971086	6.1503842896	6.0347557691	6.2595945845
11733928_a_at	ARMC8	3.7535453153	3.9875639437	3.8158898382	4.1263344576	4.169928954	4.0973694025
11751585_a_at	ASB8	6.4458466488	6.3517757384	6.4136081331	6.3255164961	6.1737550995	6.4805692694
11716966_a_at	ATN1	3.8269927183	3.5602505344	3.6334318997	3.4423639435	3.7096481339	3.7690789783
11716154_x_at	B4GALT1	5.0070684111	4.8476744998	5.0335358568	4.5960578774	5.1877138897	5.020227521
11753657_a_at	BACE1	4.1825429802	4.1612474471	3.9387631473	3.7895383621	4.3475498032	3.9683511782
11719907_a_at	BCL7A	3.1392500801	3.0154048358	2.8717211915	3.0389212983	3.4174310982	3.3269760726
11753436_a_at	BRF1	3.54778437	3.5146069353	3.4963663137	3.5839971506	3.7687155534	3.2578093376
11715613_a_at	BTG2	3.5655452419	3.240046596	3.4047369364	3.4175584243	3.0780051238	3.5340778496
11720531_at	C9orf72	4.6195838704	4.2897788573	4.4039871925	4.3811641907	4.1926461747	4.2591825053
11725936_a_at	CAMK2A	2.5350696904	2.3910282958	2.461234804	2.7618452661	2.462428798	2.4930814
11758321_s_at	CASTOR2	3.6520748127	3.2468479498	3.0373640624	2.7629286803	3.4983077394	3.1884752722
11720081_a_at	CBX6	2.8913126866	2.9659256752	3.4053710641	3.1527387065	3.4156654257	3.1795202733
11744695_a_at	CCDC90B	7.7799598677	8.2403911137	8.1174814672	7.9525346234	8.0585729344	8.0727036406
