ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	2.8668599323	2.7132870934	2.5717870112	2.6108506091	2.7617594619	2.8925980803
11736238_a_at	ABCA5	4.1270327274	4.6995667548	4.7995825139	4.740495277	4.5521013824	4.4241557038
11724734_at	ABCB8	3.0919257441	2.9609551218	2.9394118886	3.1775239596	2.846181506	3.1347506907
11723976_at	ABCC8	3.5056691334	3.5728654482	3.1385063393	3.3655827824	3.4960893187	3.3251913312
11718612_a_at	ABCD4	4.917718273	5.1954161662	5.2578194476	5.289736338	4.9906099323	5.0479473641
11758217_s_at	ABHD17C	8.2418025254	8.2696020181	8.3799670551	8.3986067848	8.4029795551	8.349619618
11744541_a_at	ACKR3	2.9186130289	2.6263716946	2.4428162752	2.4369019431	2.318822386	2.3792916015
11730931_at	ACSS3	2.3909724168	2.2484869207	2.3595090757	2.0092846792	2.1854422421	2.3418156551
11738454_at	ACTBL2	2.6772713918	2.4847767271	2.5270398496	2.5940135337	2.3580524398	2.4252243761
11727682_at	ACVR2B	4.0480383445	3.7599635272	3.8271265738	3.9782032106	3.585788852	3.7672575916
11733762_a_at	ADAMTSL1	3.0403067527	3.0635970867	3.1584668341	3.2294648673	3.1948241332	3.1261347035
11756406_x_at	ADM	11.0513549944	11.190483482	11.3034168248	11.2807148839	11.2860745763	11.1374442768
11743232_a_at	AFDN	2.9063239392	2.4527325151	2.416066274	2.4141058842	2.5869482461	2.6680503123
11743984_a_at	AKAP1	4.5575023157	4.4982975845	4.545017493	4.5392990229	4.1809555716	4.261204364
11723804_a_at	AKAP12	8.4681031281	8.4867877347	8.49215165	8.4312235514	8.4568151522	8.5285876267
11716720_a_at	AKT1S1	4.0826006799	3.9912987011	4.0915442436	3.8108145503	4.0685512655	4.166690331
11733006_at	AMOTL2	4.5582269531	4.6906501251	4.7396109798	4.5072364191	4.6876690574	4.2318092465
11719576_s_at	AMT	3.2120223506	3.2322859583	3.1064990743	3.1600726814	2.9482405977	3.2442154294
11719577_a_at	AMT	4.3146390652	3.9624956115	4.2351754577	4.1750618286	3.8939491295	3.8201270595
11755899_x_at	ANKRD36B	4.1459231734	4.0926597726	4.1703511075	3.9367337314	4.0630320543	3.88299416
11755987_a_at	ANKRD44	2.266208095	2.2060135785	2.2862484181	2.2835372924	2.2832472897	2.3098274772
11756425_a_at	ANKS1A	3.6350071175	3.117312518	3.3218334274	3.1660917372	3.2733201124	3.3945319357
11727683_a_at	AP3B2	2.439751704	2.0644282863	1.8881087032	2.3305765312	2.1139609624	2.1020712336
11734819_s_at	APBB2	5.501675937	5.4453692311	5.6688613328	5.588075997	5.3537366746	5.5358766788
11723975_x_at	APOL3	4.4979370534	4.2474471072	4.4431668525	3.9885962769	4.8332134981	4.5484022434
11722736_s_at	APPL1	6.1377762548	5.7955874294	6.1916967794	6.2725680852	6.1294937542	6.0765042088
11733928_a_at	ARMC8	3.7443529976	4.0845247411	4.2385110835	4.1284242071	4.0212786116	3.9698805313
11751585_a_at	ASB8	6.5114620656	6.5155171446	6.357900136	6.379404042	6.3808838977	6.5786515704
11716966_a_at	ATN1	3.7570611502	3.5514893797	3.4067872429	3.7689357745	3.5573725261	3.4187250301
11716154_x_at	B4GALT1	5.0019575223	4.5506962436	4.8724909367	4.9309630655	5.0710422024	4.7585125107
11753657_a_at	BACE1	4.0709010488	3.938823706	3.4005206305	3.9094838254	3.4867325155	4.1723051221
11719907_a_at	BCL7A	2.9829347059	2.8313815029	2.9205467535	3.0907339569	2.9952981141	3.0895001563
11753436_a_at	BRF1	3.4142387674	3.6639454912	3.4314367177	3.815730642	3.6652446861	3.2589859098
11715613_a_at	BTG2	3.6744365866	3.6039222799	3.7092057471	3.2348301195	3.7482889821	3.8885106135
11720531_at	C9orf72	4.1261999503	4.2136786864	4.1774495914	4.0879650959	3.9516445708	4.1515909094
11725936_a_at	CAMK2A	2.4362369849	2.4515133433	2.2249107512	2.4028554745	2.3872468053	2.0676743793
11758321_s_at	CASTOR2	2.9632505805	2.8989216947	3.0789208812	3.0217974004	2.7958737482	2.7110390773
11720081_a_at	CBX6	3.3357179608	3.5176513746	3.4990587532	3.2274185325	3.2642511054	3.2621038937
11744695_a_at	CCDC90B	8.0090570543	8.0500002571	8.3241609792	8.2229476599	8.0314771258	8.2650994613
11748789_a_at	CCNJL	3.0304636687	3.0917550304	3.2349614476	2.7087706294	3.1248394925	3.2590340894
11733978_a_at	CD28	1.962150192	2.1583577439	2.1860285885	2.0947708773	2.0591036577	2.1002636046
11724728_a_at	CD8A	2.5497449341	2.8507073601	2.6243443276	2.4484716161	2.6810587341	2.6230524656
11724729_a_at	CD8A	2.5544706905	2.4595509466	2.6268127247	2.2857604418	2.3166351827	2.2593122673
11742224_a_at	CDC20B	2.6271839042	2.6265740477	2.5482704872	2.5746615297	2.0706014588	2.3199389558
11756837_a_at	CLEC5A	2.2624362659	2.1789742532	2.2887424829	2.2308367298	2.1434406826	2.2721132693
11718178_a_at	CMTM4	5.888558659	5.8072868328	5.7770721131	5.9230509672	5.7460266502	6.1382233603
11715414_x_at	COL3A1	8.0806679624	7.9397588092	8.5260491615	8.3643226955	8.2201582922	8.0959433991
11721705_at	COL7A1	8.1432620125	8.1127697034	8.2259028245	8.1223333169	7.9252591638	8.0688065396
11758474_s_at	COLCA1	2.4611446158	2.2726717549	2.5011975367	1.9479731912	2.1237504262	2.1266867587
11754666_a_at	CORO1A	4.8360454025	4.5142279091	4.501729175	4.8714921692	4.2737013111	4.766524425
11740000_a_at	CPEB3	3.4020428791	3.8303619501	3.8323296836	3.598350147	3.6094214743	4.2385955428
11726336_a_at	CRLS1	3.1739780452	3.1613273833	2.6405776937	3.2814344248	2.7334106151	3.3531818995
11743745_a_at	CSPP1	4.2384353446	4.9705271232	4.5908303652	4.5372248082	4.5461060288	5.0351268434
11723137_at	CTXN1	3.2667698445	3.4019873884	3.3965376823	3.1871280737	3.2620997782	3.1452637394
11734551_a_at	CX3CL1	3.2050758814	2.7442935062	3.2314889631	3.0399640387	3.1816651409	3.0797715834
11733003_a_at	CXCR1	2.3507724652	2.4056763074	2.5810464866	2.5811168235	2.639516481	2.3427417725
11755109_a_at	CYFIP2	5.1699169448	5.1123981084	4.8136983152	4.8855086527	4.5848272186	4.8826389198
11735386_a_at	DACT1	3.5624493071	3.2390388501	3.4887558229	3.3536587539	3.1902292994	3.7973760419
11729039_at	DCDC2	2.66474349	2.8171868103	2.3982155969	2.3939235099	2.5550286095	2.2896906239
11755291_a_at	DENND2D	2.9391185677	3.1877045507	3.3475658132	3.4878635081	4.0842188921	3.0379302326
11744701_a_at	DRD3	2.6988366107	2.7387150063	2.64883385	2.6440521894	2.5424078548	2.2878150247
11728731_s_at	DSCC1	5.3710357126	5.6012406056	5.3571949256	5.2829438473	5.4894388256	5.4811872226
11721695_s_at	DUSP2	5.1336834527	5.2741080296	5.1639123467	5.1866367806	5.13921138	4.8688400356
11753617_a_at	DUSP3	5.7242683483	5.8419892079	5.631814061	5.6632350878	5.8506241373	5.9405668137
11722049_a_at	DUSP6	6.9552003504	7.1590775961	6.8576608721	7.009417888	6.9631082743	7.2137795418
11751007_a_at	EDAR	2.7666831301	2.4409149421	2.3903899853	2.4903243864	2.6374585032	2.5016428834
11748584_a_at	EDC4	4.1455531007	4.0987409842	4.0166263814	3.7748367214	3.8388272564	3.6420787189
11724667_s_at	ENPP3	2.7360715539	2.2756042222	2.4928741331	2.5689298093	2.3143192398	2.6212765924
11715412_a_at	EPAS1	5.4820302757	5.4892144049	5.4854444244	5.2244975772	5.5424830207	5.3802809891
11727143_x_at	EPB41L3	4.999234782	5.4049469271	5.5178838691	5.2979138234	5.371542468	5.1427691291
11727657_at	EPHB1	2.9146130082	3.1424186441	2.860927128	2.7711554972	3.0338986869	2.9109425159
11725354_at	EPM2AIP1	5.5516886265	5.3356471579	5.2624559618	5.1800891517	5.3551117286	5.4962382364
11725353_at	EPM2AIP1	5.2399407568	5.2414672728	5.2495867905	4.9754435937	5.164169644	5.200788756
11748581_a_at	EQTN	1.95281106	2.016517083	2.1493972276	2.2135439809	2.2477578158	2.0993883476
11721445_x_at	ERBB3	3.1275522727	3.273860258	3.4723820483	3.2234784064	3.1404945641	3.8483936076
11721450_x_at	ETF1	8.0518816355	8.062373854	8.0849393794	8.020054402	8.0724914494	7.9294990926
11755733_a_at	F3	8.7009214037	8.9457685795	8.7007755404	8.7393838113	8.6668964671	8.6509940873
11740597_a_at	FAM161B	1.9455386054	2.5802398765	2.7721097353	2.8248459103	2.9585641924	2.5743818413
11741992_a_at	FAM170A	2.598816767	2.5853128548	2.4893404655	2.7668421999	2.9724355651	2.6197744638
11732535_a_at	FANCD2	4.9653521133	5.0409484939	4.5343004261	5.1119817371	5.1961828352	5.0052749733
