427	APBB2	5	5.5283606648	5.5379940363	5.5924542606	5.768548492	5.4653415725	5.7981433203	6.4034692843
430	APBB2	6	5.6519139863	5.525816392	5.9161809741	5.7846933504	5.6120241003	5.8973965037	6.447007001
433	APOL3	1	4.4411537943	4.1719139731	3.9583437948	4.458360425	4.2645935523	4.2081114014	4.2025380989
436	APOL3	2	4.1093755084	4.3188033858	3.574738244	4.4632391973	4.0317352785	4.0921779074	3.9500194671
439	APOL3	3	4.4616884537	4.2796313607	4.3010283924	4.2087105102	3.9457645728	4.135673869	4.0091262061
442	APOL3	4	3.6922063194	4.3270639512	4.5985421422	4.054856914	4.0768279547	4.0614828539	4.1185813697
445	APOL3	5	3.8941277535	4.1791117832	4.1148972789	4.4150613345	4.3455362644	4.4595673979	4.0271185241
448	APOL3	6	4.4072987099	4.0756687886	4.4499345334	4.4964715018	4.5830266909	4.2680519497	4.2035401233
451	APPL1	1	6.2379873691	6.3275730111	6.2717475826	6.349718358	6.1786833499	6.0077523994	6.2956659743
454	APPL1	2	6.258530573	6.3985972402	5.9431166189	6.4439939214	6.3331148112	6.2329598549	5.9686432351
457	APPL1	3	6.2522380489	5.7486778415	6.2497459508	6.2158814467	6.1751710215	6.1512684524	6.0602168319
460	APPL1	4	6.4177248798	6.0851987561	6.2620569194	6.1987459704	5.9689985771	5.9130925454	6.1156933459
463	APPL1	5	6.2876735409	6.1588087062	6.364469968	6.1723350268	6.3442199614	6.0649418059	5.9090834637
466	APPL1	6	5.8519688749	6.2885202673	6.2077305338	6.1196081345	6.1967050498	5.9817262166	5.9950896214
469	ARMC8	1	4.0902364323	3.8532993509	3.9819502027	4.1940195673	4.3294696742	4.1402284341	4.8763592004
472	ARMC8	2	3.8335525123	4.1707480194	4.2514412455	4.0891065267	4.3339461911	4.566521297	4.4768385645
475	ARMC8	3	3.9092727669	3.9703452225	3.9305192946	4.0838582325	4.6864671197	4.3004552833	4.1797502547
478	ARMC8	4	4.0192097475	3.9215326882	4.0892252726	4.0510529645	4.1315362427	4.1658357217	4.2473179328
481	ARMC8	5	4.0567788886	4.0733350869	4.1500801602	4.2100043219	4.194611503	4.1936631437	4.1371796629
484	ARMC8	6	3.9247854297	3.9656957058	4.2576137913	4.1289326042	4.2499075659	4.2120416267	4.3742929681
487	ASB8	1	6.499434119	6.5409252564	6.2511549501	6.1623787726	6.0987433	6.1555194127	6.0209471136
490	ASB8	2	6.4434497205	6.4760800728	5.8791779766	6.1508092453	6.0028048602	6.4349147825	6.0925626366
493	ASB8	3	6.5012330701	6.4848700588	6.4826589507	6.2652579403	5.9450860783	5.8857669044	5.9160724218
496	ASB8	4	6.4317359362	6.5721657076	6.3549875535	6.2573735749	6.1833642586	6.1721224368	6.2506066313
499	ASB8	5	6.3924791791	6.4275748532	6.3914174306	6.3426838899	6.0807943167	5.9631944598	6.0233061854
502	ASB8	6	6.3963493467	6.3698238771	6.23475103	6.2482471285	6.2439079374	6.0609819002	5.924644093
505	ATN1	1	3.4440111595	3.7518661045	3.0485129188	3.5254971129	3.6899671257	3.4489027041	3.406729026
508	ATN1	2	3.4050502035	3.6386801601	3.1646052805	3.6843425031	3.3666929894	3.2831788184	3.2976047001
511	ATN1	3	3.6520004543	3.95731877	3.6527363081	3.4365143873	3.1588242423	3.3781268827	3.6431398267
514	ATN1	4	3.757814218	3.3872920132	3.5770581412	3.7746357907	3.211900481	3.536784845	3.8341859942
517	ATN1	5	3.7842742117	3.6701797536	3.6620909027	3.2303294614	3.82358247	3.4881659265	3.8831259738
520	ATN1	6	3.5288438459	3.6447611547	3.2492871261	3.5814792202	3.5309628129	3.7419359465	3.269360341
523	B4GALT1	1	4.9131031255	5.3284071092	5.2510561315	5.2470322532	5.2749849708	5.4328950665	5.4282684331
526	B4GALT1	2	4.7834140354	5.1574359741	5.3655259686	5.192228353	5.0727992283	5.0821162091	5.2201778058
529	B4GALT1	3	4.9529849211	5.2458089222	5.2902167742	5.1718990651	5.2218960791	5.4081137463	5.3289799239
532	B4GALT1	4	4.8942370473	4.8196013661	5.0619105322	5.2616399825	5.0897127888	5.3172995021	5.0579579687
535	B4GALT1	5	5.0279545334	5.2135373251	5.2063589362	5.3640076105	5.2637168157	5.2439579334	5.5206369
538	B4GALT1	6	4.9808170204	5.3487555572	5.3701278959	5.3598813961	5.3071821553	5.168177526	5.4545345137
541	BACE1	1	3.7708266003	4.2614537729	3.5148436247	4.0644504189	4.2397461613	4.2520773128	3.7263892074
544	BACE1	2	3.8525503453	3.769900904	4.2674880924	3.8293527863	4.0501828887	4.041313273	3.8711071345
547	BACE1	3	4.0348523108	4.3093496086	4.1800800978	4.1314931447	3.9377388643	3.9411393537	4.1099970549
550	BACE1	4	3.9337545523	4.2442069294	3.8924635237	4.183573587	4.6120853358	4.1395090865	4.5565665985
553	BACE1	5	4.0803495964	3.9462505675	3.4621952979	4.2223721358	3.6663364364	4.3281305535	3.8377327149
556	BACE1	6	3.928729554	3.8719554693	4.0518849552	4.0836635151	3.9188710506	4.2003506073	3.9841965152
559	BCL7A	1	2.9518023241	3.0274647581	2.7154535494	3.1156004042	3.4530290124	3.3984256324	3.1861372203
562	BCL7A	2	3.2032996638	3.2246602636	3.2271858183	2.9417499731	3.1014572558	3.7013608934	3.7842295626
565	BCL7A	3	3.226507637	3.1002891695	3.0835312784	2.9350941752	3.2501881121	3.1869981785	3.474833118
568	BCL7A	4	2.8712625304	3.2091262438	3.1182671879	3.1795129243	3.211900481	3.055580287	3.5587132453
571	BCL7A	5	3.5739035142	3.2084153105	2.7362637909	3.1701291582	2.7329868638	3.4715537678	3.7012218278
574	BCL7A	6	3.202532239	3.2233165954	3.3190903696	3.0601026523	3.282105041	3.5206553441	3.8334417527
577	BRF1	1	3.5360160444	3.5791204024	3.372524846	3.2411772793	3.5346454965	3.6866016902	3.3615591741
580	BRF1	2	3.0460736477	3.4500931446	3.6680218189	3.3097205054	3.4426978228	3.3500895035	3.1602963114
583	BRF1	3	3.3524041304	3.9400176905	3.6315426151	3.1446409607	3.6088204884	3.3987843776	3.6709543684
586	BRF1	4	3.5294152475	3.4047179564	3.1123416281	3.5171451816	3.7809451681	3.1356550616	3.4543770986
589	BRF1	5	3.7573173924	3.2427277967	2.9599274043	3.6241660647	3.272832078	3.2265246807	3.7597683772
592	BRF1	6	3.0637040709	3.4345355663	3.6335481158	3.6151744953	3.3866988075	3.4938813146	3.4162264654
595	BTG2	1	3.344928308	3.1584350922	2.5361703704	3.2796850385	3.1141832519	3.1161715545	2.8587364173
598	BTG2	2	3.4624928265	3.3704376286	2.4231010403	2.908302375	3.113596499	3.3189980732	3.3636690123
601	BTG2	3	3.6962222826	3.3783187385	3.3578350096	3.3785792277	2.8322288927	2.7688747708	3.4387423973
604	BTG2	4	3.7745841024	3.1501566332	3.2643295565	3.0882735616	3.0277336873	2.8312552469	3.3834455222
607	BTG2	5	3.5403587934	3.3686520003	3.2631209791	3.0765775848	2.8526904552	3.0289408137	3.092525233
610	BTG2	6	3.5882938734	3.208325763	3.0471451374	3.6584013491	3.4233085575	3.1700825543	3.2489897934
613	C9orf72	1	4.465392938	4.1661254866	4.721667041	4.6648731497	4.2042701965	4.1919628	4.2852059719
616	C9orf72	2	4.2223366627	4.2641707648	4.5958632013	4.3749293263	4.5810229706	4.523625226	4.2335788414
619	C9orf72	3	4.0955800638	4.2027783833	4.2238752537	4.6292816066	4.0933339686	4.0848662113	3.900361542
622	C9orf72	4	4.1751118819	4.2759729025	4.4604907603	4.4509793743	4.4013179925	4.2771001421	4.1933133935
625	C9orf72	5	4.1010838121	4.4083324947	4.4548491246	4.2276000696	4.3240460845	4.2005952173	4.2649529536
628	C9orf72	6	4.274389702	4.3648223819	4.4099644361	4.6435452172	4.2596168551	4.3200117371	4.0899648542
631	CAMK2A	1	2.5187747781	2.1783548452	2.1506458653	2.3429560616	2.3907443462	2.4411005181	2.4050442148
634	CAMK2A	2	2.4043668967	2.2869600525	2.2155448728	2.518356711	2.3942569917	2.6870893669	2.503787502
637	CAMK2A	3	2.5548037758	2.7484279331	2.4195754224	2.1784819118	2.0518603858	2.3380937917	2.3092623531
640	CAMK2A	4	2.6490690975	2.3915027642	2.3910153935	2.6640231385	2.2465428305	2.5121600157	2.4966569729
643	CAMK2A	5	2.4612897801	2.4892411994	2.5791773914	2.318361283	2.4954172716	2.3443042647	2.4589619528
646	CAMK2A	6	2.1800401327	2.6629714699	2.1852954819	2.5971871452	2.3993738297	2.4085632025	2.4065253068
649	CASTOR2	1	3.1849064544	3.2031183932	2.7442220948	3.1050825126	3.1917643325	2.8286422715	3.2167576278
652	CASTOR2	2	2.9921186999	3.0981975253	2.4768985546	3.0568388311	2.7731960525	2.9902969754	3.336670686
655	CASTOR2	3	3.1728939228	3.6289975644	3.2517269237	2.8037436979	2.6284132967	3.4235394331	3.4083566602
658	CASTOR2	4	3.1709091177	3.0508016776	2.9937016456	2.9197959248	3.1176384194	3.2288201132	3.0542509232
661	CASTOR2	5	2.9334797922	3.0788409102	2.9609772116	3.1947447387	3.1610601404	3.0980972681	2.9226151743
664	CASTOR2	6	3.2198803175	2.8617263687	3.1842184754	3.0508016776	3.1125360173	3.0537784269	2.9964467105
667	CBX6	1	3.227202619	3.3001399315	3.2606298806	3.3733578989	3.2349561166	3.1631458171	2.73668518
670	CBX6	2	3.0339504435	3.1916113784	3.5073542037	2.990861567	2.8969628309	3.2274908126	2.882767738
673	CBX6	3	3.4449706651	2.9838134291	3.4435811402	3.1529769455	3.380573876	3.5127530913	3.1892881903
676	CBX6	4	2.9921222397	3.9146259015	2.9950514159	3.5685038788	3.040918239	2.7546965915	2.9964288013
679	CBX6	5	2.988860572	3.0599153017	3.2606749446	3.3625136476	3.1073668492	3.3139620442	3.1153895286
682	CBX6	6	2.9612731143	3.0932869678	3.0067091921	3.1129329227	3.3716275993	3.2344205417	3.1245189092
685	CCDC90B	1	8.3366394645	8.1283711614	8.289207754	8.1658528225	8.2752484773	7.889477741	7.8670549755
688	CCDC90B	2	8.0277588735	8.2329886723	8.1521327334	8.1349594753	8.2584404216	7.9907548682	7.8454777458
691	CCDC90B	3	8.1168836449	7.8512959551	8.2593506217	8.3313326669	7.88925085	8.0456407367	8.0533699249
694	CCDC90B	4	8.1837553937	8.0252224067	8.0350246343	8.1212453569	7.9443814632	7.8869739501	7.9445956052
697	CCDC90B	5	7.9070333026	7.9264032358	8.3443496086	8.1336278288	8.0383774576	8.0643433408	7.9629192764
700	CCDC90B	6	8.1257090499	8.1221703734	8.1616078914	8.0019008094	8.1300391153	7.9687873513	7.7573409253
703	CCNJL	1	3.1437337263	3.0822253279	2.7816724427	3.0095602927	3.2450693951	3.153090222	3.055489385
706	CCNJL	2	3.088426368	2.9860964956	2.8544235302	2.8870933542	3.2647050746	3.2074808126	3.1140153413
709	CCNJL	3	3.1955326495	2.7925232491	3.1795296306	3.0887369478	3.0091658707	3.0886852417	3.2726473376
712	CCNJL	4	2.9905748052	2.8767117699	3.0046320186	3.1252416875	3.0520882082	3.4938709467	2.8704702243
715	CCNJL	5	3.0597430283	3.0764185489	2.8402419319	3.3805095447	2.788249922	3.09588133	3.0419347562
718	CCNJL	6	3.2917953333	3.2767468637	3.3813890275	3.261230666	2.8301288806	3.2269337495	2.836845697
