1	A1CF	1	2.7740698043	2.842879732	2.2936979399	2.7732345692	2.5343608164	3.1821458885	2.5831112151
4	A1CF	2	2.5759091495	2.8511242708	2.5427941609	2.751759621	2.4913710492	3.1061091086	2.7642601876
7	A1CF	3	2.9813284098	2.6645249084	2.6437833376	3.1479784845	2.6976611568	2.7321145954	2.5752767164
10	A1CF	4	2.9138719812	2.6110085126	2.7027241904	2.6518922134	2.4194264142	3.0988936287	2.834834224
13	A1CF	5	2.6611830637	2.6181037065	2.5674799534	2.6824507769	3.0524461875	2.5713482787	2.6754010533
16	A1CF	6	2.6271867789	2.6526377213	2.8858655819	2.6411434957	3.0440138747	3.1360869301	2.4968956597
19	ABCA5	1	4.8112222908	4.5242661824	4.771066649	4.8255544658	4.6458893398	4.4728940218	4.0754786726
22	ABCA5	2	4.7725199224	4.7406947714	4.7149965625	4.4160433338	4.4592413391	4.688815654	4.5554237689
25	ABCA5	3	4.6335201626	4.630587335	4.8634576447	4.7182311134	4.4833915331	4.4821912507	4.4399324382
28	ABCA5	4	4.6408442408	4.9301782378	4.6631069009	4.5651071406	4.4596604088	3.8233430627	4.2454374215
31	ABCA5	5	4.8551984305	4.7695289859	4.5496216592	4.5699096561	4.5979416826	4.573122638	4.2787194154
34	ABCA5	6	4.5199484195	4.8334932566	4.602315639	4.8462431364	4.6026227186	4.369077039	4.273217549
37	ABCB8	1	2.7652832579	2.9828603974	2.8179891105	2.9663024684	3.0643609937	3.0122864651	2.7644813592
40	ABCB8	2	2.8620035865	2.812698515	2.8652604598	3.0690564269	3.1495195769	3.3205581667	3.0097178833
43	ABCB8	3	2.7539348056	3.5998722304	3.1844283796	3.1328734725	2.8915898122	3.1060431248	3.0320222694
46	ABCB8	4	3.0293556881	3.0753553688	2.8286125323	3.2297421498	3.2422385902	2.9833596677	3.1067172397
49	ABCB8	5	3.2387463974	3.0680437748	3.0124564246	3.0368237787	3.0331256994	2.9525206572	3.1885058266
52	ABCB8	6	3.0481905412	2.9754808564	2.9818588158	2.700172277	3.0950784874	3.1045163005	3.0540642081
55	ABCC8	1	3.3932885598	3.2727946153	3.3396560517	3.2817662902	3.5015622284	3.8889233442	3.4311877332
58	ABCC8	2	3.6486289834	3.1486035448	2.9386630456	3.6814119626	3.3058229721	3.117692254	3.537230241
61	ABCC8	3	3.2228177764	3.5910107393	3.5453891007	3.3868890503	3.6359229113	3.3739235961	3.7432640334
64	ABCC8	4	3.5311356898	3.3004705609	3.5282035472	3.4116855261	3.1331584015	3.6275861882	3.7360846428
67	ABCC8	5	3.4613933466	3.4180705526	3.4530999429	3.2575580579	3.6042974335	3.5439309223	3.4013381087
70	ABCC8	6	3.3126371223	3.2102496487	3.3824897152	3.5332687006	3.3450982896	3.4827419658	3.2017134897
73	ABCD4	1	5.04100001	5.0753735125	4.7372415513	4.5905847441	4.680904623	4.6363519773	4.9132451902
76	ABCD4	2	4.9820111997	5.1295347168	4.7839269743	4.5228811818	4.709226728	4.373995789	4.5439365253
79	ABCD4	3	5.0943704487	5.1354647882	4.7410217475	4.5294858356	4.9693016154	4.7133585011	4.6373838201
82	ABCD4	4	5.0292378391	4.8904025219	4.869730374	4.6582582808	4.8329060591	4.6954777839	4.5132639215
85	ABCD4	5	4.9206183011	5.1585004867	4.9972166356	4.5024795242	4.4372449733	4.6667643019	4.6927192001
88	ABCD4	6	5.1263852951	5.1414505237	4.8973898548	4.5601714033	4.8062736467	4.7209349267	4.6902864489
91	ABHD17C	1	8.0506121977	8.0240451557	7.9146274399	7.8630119954	7.7763463142	7.5436178004	7.5534922301
94	ABHD17C	2	7.9099374598	7.9886094562	8.0147676786	7.9264150934	7.7670247887	7.6796212812	7.4829324605
97	ABHD17C	3	7.8622802722	7.9648032778	7.9073822216	7.7609764381	7.805325262	7.7243448974	7.2642919468
100	ABHD17C	4	8.0306339233	7.9948333832	7.8674318966	7.9914776881	7.857391928	7.6540741701	7.3792726894
103	ABHD17C	5	8.1641236389	8.0990354717	7.9919581032	7.8415661057	7.792628666	7.6624550439	7.477748857
106	ABHD17C	6	8.0138669229	8.0177516449	7.8909912657	7.7593500499	7.7755778255	7.5981212611	7.5706665545
109	ACKR3	1	2.4214091258	2.4885892062	2.5107872956	2.8714859476	2.5456688609	2.8977566458	2.8228878965
112	ACKR3	2	2.8946127314	2.6656486883	2.5381592782	2.9681972689	2.8324658694	2.7178013783	2.7275558325
115	ACKR3	3	2.5292154292	2.346991418	2.9094618607	3.2497068909	2.6977892113	2.8963113222	2.6490316371
118	ACKR3	4	2.7284764122	2.2818951566	2.486153634	3.0401143116	2.8363052416	2.895973978	2.5763399932
121	ACKR3	5	2.6377529783	2.4164018411	2.7086043697	2.5639169579	2.5919239395	3.0450011879	2.4312619703
124	ACKR3	6	2.5445977182	2.5196621657	2.7119490648	2.8107753773	3.0739303858	2.7602186857	2.5019289463
127	ACSS3	1	2.3559930736	2.2471883523	2.0816571232	2.167558011	2.25471738	2.4103735128	2.2691005925
130	ACSS3	2	2.4190060217	2.3742408839	2.0228402079	2.3426249463	2.2182453374	2.1407545553	2.2709991849
133	ACSS3	3	2.3977955461	2.4471451597	2.1581019835	2.2135939056	2.1611070665	2.040276928	2.7050989108
136	ACSS3	4	2.2870646419	2.2847663662	2.1326507404	2.4220438853	2.3525713589	2.4476442096	2.3229520358
139	ACSS3	5	2.6633726023	2.0498455708	2.6667276768	2.3112612748	2.6629539815	2.2413223063	2.0748790162
142	ACSS3	6	2.0756454074	2.277672089	2.3466647004	2.5005494361	2.288024216	2.2088536079	2.0906310822
145	ACTBL2	1	2.5062194969	2.2896959571	2.5403934763	2.5200409714	2.7623165233	2.997766974	2.3111433903
148	ACTBL2	2	2.444420282	2.536660411	2.2830976872	2.4094487068	2.4264346436	2.4218747353	2.4967930645
151	ACTBL2	3	2.5112742067	2.8959110246	2.7804152999	2.6975006425	2.4991384871	2.5626420638	2.3815208742
154	ACTBL2	4	2.2553497192	2.3028770676	2.7266508669	2.43353732	2.4500916452	2.5754125829	2.356455548
157	ACTBL2	5	2.3699751814	2.4625557495	2.5239890931	2.0515507238	2.5881410918	2.4010443504	2.7443020223
160	ACTBL2	6	2.3765199652	2.3054905869	2.6214481204	2.4593450695	2.4278672687	2.8291407541	2.4054523093
163	ACVR2B	1	3.5539331712	4.1093434453	3.6351507807	3.4111377218	3.7761002594	3.3114810897	3.3073466966
166	ACVR2B	2	3.6048847787	3.7014743146	3.7459379548	3.5692404834	3.269173764	3.2965415597	3.6774413416
169	ACVR2B	3	3.5058514823	3.9022404206	3.585148458	3.4836984132	3.2815929414	3.1492322584	3.0876171549
172	ACVR2B	4	3.8055520464	3.7150056605	3.6552226531	3.4543920745	3.2896293113	3.3280238313	3.4646933899
175	ACVR2B	5	3.8478451531	3.7305208131	3.7466307634	3.1906016675	3.7049129751	3.0726087643	3.1594186101
178	ACVR2B	6	4.0591888534	3.7864400709	3.6163440876	3.1956775114	3.5219546693	3.3092133237	3.2996660237
181	ADAMTSL1	1	3.273117969	3.1344757473	3.2858787276	3.0814021516	2.8647835146	2.8176106742	3.2976262418
184	ADAMTSL1	2	2.7995674122	2.8447790973	3.0688609295	3.0983081627	2.9075590274	2.729583078	3.0038220917
187	ADAMTSL1	3	3.3732351842	2.7031670774	2.6617976641	2.933515238	2.7639523799	2.9128537732	2.6835368669
190	ADAMTSL1	4	3.4294070401	3.0930513246	2.9943681259	3.0777551959	3.6491957807	3.2011455403	2.6863335717
193	ADAMTSL1	5	3.0371750271	2.9993021366	2.7776018827	3.251016835	3.3533965895	3.255871481	2.9764129589
196	ADAMTSL1	6	3.0723977847	3.1583173513	3.2047174485	3.4393233809	3.4190088906	2.9293317531	2.9572703008
199	ADM	1	11.1834052833	11.0300890776	10.708762584	10.0100078405	9.2731818228	8.8303427874	9.3069938935
202	ADM	2	11.0997464214	11.0894217826	10.7266436556	10.0421676525	9.1431044335	9.0533895912	9.416000509
205	ADM	3	11.1867938948	10.9900053429	10.7020976679	9.9796557625	9.1090364412	8.8353880097	9.1961309161
208	ADM	4	11.1548640335	10.9826677355	10.6136220033	9.929076489	9.3176418127	8.818719559	9.2416010727
211	ADM	5	11.2037381303	11.144972653	10.6470330124	9.9276056956	9.2059426784	8.8917194484	9.2486565822
214	ADM	6	11.1329723395	11.0810228514	10.6747565795	9.9040722323	9.2666468474	8.9220395058	9.3456174505
217	AFDN	1	2.9076412689	2.5238677408	2.382775138	2.6216166407	2.6582756841	2.5582983248	2.8278817256
220	AFDN	2	2.9394182959	2.6580725551	2.1895747437	2.9043795564	2.9994015006	2.8143959731	2.8479986947
223	AFDN	3	2.3452403803	2.5906129264	2.7308671768	2.7439767385	2.3406086637	2.3514766651	2.8004931873
226	AFDN	4	2.6804298768	2.6298411942	2.4348321121	2.5076132538	2.9084121445	3.1985522904	2.5343933971
229	AFDN	5	2.3956890049	2.7682384014	2.8533784104	2.4255767875	2.7295720928	2.6013430684	2.2607620844
232	AFDN	6	2.4690288647	2.4904050764	2.5958466128	2.6986675195	2.6571424416	2.6571424416	2.6148203202
235	AKAP1	1	4.6995769401	4.538974128	4.3326164568	4.6969700126	4.4498727649	4.3314192041	4.1670057369
238	AKAP1	2	4.343731652	4.3020232371	4.5443020132	4.3191782532	4.5261734808	4.3594032631	4.3849676251
241	AKAP1	3	4.4083555606	4.0709663729	4.6332378169	4.0786067252	4.3020956224	4.1104519045	4.4056971485
244	AKAP1	4	4.7791590789	4.6698428388	4.4978868619	4.2884815811	4.3824361561	4.4214586791	4.2567037821
247	AKAP1	5	4.2778560198	4.3933148639	4.3486421759	4.603080333	4.2951440045	4.3859284672	4.3777642721
250	AKAP1	6	4.4478459511	4.4619291708	4.5388268468	4.3418367868	4.2010643105	4.1548951229	4.210513987
253	AKAP12	1	8.3122273519	8.4614080084	8.599608318	8.7240616984	8.8659081233	8.9773763381	9.0789218894
256	AKAP12	2	8.5203309653	8.5229372604	8.6896271635	8.7471931948	8.8914602498	9.0780364201	9.0039031907
259	AKAP12	3	8.5520141114	8.3280517783	8.5877212869	8.8070401791	8.9621080002	9.0221237595	8.9181018844
262	AKAP12	4	8.2990137669	8.459333053	8.5201935651	8.6915262148	8.8407952287	9.0082113686	9.063507429
265	AKAP12	5	8.4266677555	8.3955223592	8.4843006495	8.7396987294	8.8407122155	8.9821336124	9.0127424328
268	AKAP12	6	8.3065515582	8.2433607867	8.483342283	8.6547549924	8.9231226642	8.9765284609	9.1168904495
271	AKT1S1	1	4.0515573205	4.321028953	4.1910128428	4.0171574372	3.9318290655	4.0583607426	4.1036698357
274	AKT1S1	2	3.9474322617	3.9562131227	3.7116654469	4.206516508	3.919752919	3.9718589071	3.992028898
277	AKT1S1	3	4.1637537629	4.27895617	4.0487370336	4.1053670421	3.988991763	3.885664837	4.3299735359
280	AKT1S1	4	3.8802670796	3.9554025873	4.2301099018	4.2813542424	4.3207355563	4.4494831443	3.9701872521
283	AKT1S1	5	4.0269961077	4.2248927832	3.9042175899	4.2819741189	4.436736617	3.8692914924	4.0503638796
286	AKT1S1	6	4.0608121114	3.813835322	4.0569480467	3.7136168191	4.1088203123	3.7839075093	3.5706855393
289	AMOTL2	1	4.5955725716	4.6809253266	5.2582945787	5.1762934218	4.8481684031	4.7353780561	4.3850643412
292	AMOTL2	2	4.779642639	5.0674262376	4.8532850796	5.4247037935	5.0393512919	4.4845476785	4.4227798059
295	AMOTL2	3	4.7639809876	5.111035089	5.121319269	5.1573104971	4.7274306597	4.7414707647	4.0206646762
298	AMOTL2	4	4.8768753483	5.2567427042	5.120558508	4.9649783148	4.5233483832	4.414623003	4.3791159031
301	AMOTL2	5	4.5237573813	4.791319386	4.9984898311	5.2555409081	4.9744580374	4.6959740614	4.2445045414
304	AMOTL2	6	4.7466139717	4.6555592052	5.0869937747	5.167353579	4.7891595144	4.3796424776	4.0357290494
307	AMT	1	3.3404477702	3.6698839503	2.6090033512	3.2174151905	3.1498869725	3.1208214244	3.2180484335
310	AMT	2	3.1556741075	3.2074950668	2.7782770823	2.7159866867	3.0736498975	3.2459096766	3.3914172782
313	AMT	3	3.147960659	3.0548412296	3.3825945896	3.2958586772	2.8936684853	2.8335242767	2.884025078
316	AMT	4	3.1545446503	3.099415548	2.8491392033	2.8903425573	3.4414169299	3.0985492691	2.9010324131
319	AMT	5	3.2136752779	3.3252405606	3.3512148006	3.4229170465	3.2417525434	2.91771178	2.8336734661
322	AMT	6	2.9645191534	3.2580293081	3.0103518703	3.7917696779	3.12916799	3.1252068233	3.2102709216
325	AMT	1	4.1654406453	3.8693752589	4.2194288104	4.2260792161	4.1679981245	4.4180846539	3.8885867765
328	AMT	2	4.014598446	4.5833593054	4.2317018964	4.0918754666	4.2469446269	4.041313273	4.1531042262
331	AMT	3	4.1961814404	4.3504288773	4.1157686704	4.1571395557	4.0383895684	3.9314007816	4.2589665705
334	AMT	4	4.0266856617	3.9337235823	4.2314686967	4.340864614	4.0292139305	4.4881093385	4.2649652942
337	AMT	5	4.3702302628	4.165825875	4.2526091955	4.0808319903	4.2285862613	3.987547376	4.2546971283
340	AMT	6	4.4917344561	4.2327780523	4.3596837502	4.5106152918	4.0968829235	4.0264125368	4.1616448521
343	ANKRD36B	1	4.6101712237	4.077904031	4.3414166121	4.1926287334	4.086846472	3.5516179957	3.6366305217
346	ANKRD36B	2	4.0875151529	4.4693988962	4.5602811173	4.085740132	3.9563834481	3.7451211892	3.4690042809
349	ANKRD36B	3	4.2841939206	4.4203351321	4.1461862808	4.208272514	4.100725941	3.8695631167	3.4444955968
352	ANKRD36B	4	4.2017195412	4.0791535512	4.0710037251	3.8796814612	3.6592978932	3.9082356757	3.9060538241
355	ANKRD36B	5	4.1774598009	3.9847604445	4.0796402546	3.833686437	3.9665216449	3.8777553691	3.811527171
358	ANKRD36B	6	4.3364613745	4.108351495	4.3125383395	4.3008795713	3.907298348	3.508525544	3.6293671653
361	ANKRD44	1	2.4320897919	2.3054850187	2.4312833075	2.1513348893	2.2228477756	2.4949991588	2.2110705148
364	ANKRD44	2	2.0173807408	2.2421552469	2.4540323909	2.024434823	2.2942718285	2.3206146824	2.3470959032
367	ANKRD44	3	2.5295110383	2.2554210996	2.3571985771	2.3562303996	2.6318398127	2.5785159808	2.3023758335
370	ANKRD44	4	2.3179307465	2.1835013663	2.4299198236	2.6388213093	2.6357074712	2.3703379219	2.3539438061
373	ANKRD44	5	2.3135931424	2.4634805816	2.064834316	2.3134309597	2.2507925404	2.3402060005	2.623245122
376	ANKRD44	6	2.2395296276	2.205455957	2.1222102196	2.2516983391	2.2411326329	2.5432033017	2.349117079
379	ANKS1A	1	3.3783544179	3.2850163275	3.0144113079	3.5253741062	3.4906240608	3.7986721669	3.3464444114
382	ANKS1A	2	2.9631409644	3.6550479423	3.3350035774	3.6268228736	3.2027304804	3.4329454852	3.3775121012
385	ANKS1A	3	3.4338385655	3.366217872	3.4545048216	3.2504085512	3.1725994231	3.3218520832	3.3593461749
388	ANKS1A	4	3.1108235243	3.6046905819	3.3800687001	3.4992680892	3.5200841113	3.6123188326	3.5635103241
391	ANKS1A	5	3.7947356417	3.3913315573	3.2140157395	3.2682266007	3.5045831453	3.2814393337	3.2741466305
394	ANKS1A	6	3.2637176503	3.463304798	3.0748635638	3.1657647304	3.2575061016	3.5309628191	3.641281285
397	AP3B2	1	2.2825237878	2.4373952976	1.8383763212	2.1855320517	2.0061989617	2.528952293	2.1775413977
400	AP3B2	2	2.226320311	2.0190487056	2.0999448135	2.1478950828	2.3122527802	2.2257821443	2.1087346275
403	AP3B2	3	2.1307866939	2.3399786795	2.1496860923	2.0123406435	2.0541777406	2.1798577447	2.1005209173
406	AP3B2	4	2.4076399671	2.3492570732	2.4962658613	1.8320262966	2.3470714239	2.208556388	2.3035141959
409	AP3B2	5	2.1625720309	2.0900822227	2.3293268321	2.0534105267	2.0028963024	2.2027974352	2.0878943003
412	AP3B2	6	2.1663311164	2.0400629392	2.2836453822	2.4626643746	2.2776110144	2.3162343171	2.2505353045
415	APBB2	1	5.3959328239	5.6141375617	5.7724098792	5.5383524328	5.6183386188	5.7465526504	6.4118902699
418	APBB2	2	5.7620627082	5.6151239435	5.7442956674	5.7623018357	5.6267140396	5.7938874424	6.4344408159
421	APBB2	3	5.4323879646	5.48148986	5.5755603541	5.7595439496	5.735038995	6.0537861857	6.2990424801
424	APBB2	4	5.5277275192	5.7394630781	5.7131199302	5.5742785194	5.7091470493	6.0727010694	6.5555305475
