ProbeID	GeneSymbol	1	2	3	4	5	6
11746909_a_at	A1CF	3.2687879878	3.2254241369	2.5814306941	2.5706035853	2.634072636	2.7138690469
11736238_a_at	ABCA5	4.4121188097	4.4437084281	4.6250043145	4.5983078371	4.5891234972	4.7519801751
11724734_at	ABCB8	2.8414832036	2.9014976678	3.1881685882	2.916577226	3.0004147544	3.46770634
11723976_at	ABCC8	3.4750199488	3.4118308811	3.3698280394	3.3123968078	3.6121013406	3.1967900302
11718612_a_at	ABCD4	5.0410927704	4.9412864635	4.8998545532	4.9855641862	4.8254168899	4.5529314441
11758217_s_at	ABHD17C	8.5121117159	8.5750247201	8.5095298348	8.4325269568	8.6516094399	8.422688355
11744541_a_at	ACKR3	2.5736207594	2.2122676241	2.4710816207	2.4338581777	2.5815483878	2.9097744975
11730931_at	ACSS3	2.4151502077	2.0304066576	2.2739505372	2.4014813765	2.253805546	2.3189721414
11738454_at	ACTBL2	2.6120780114	2.5446922005	2.3980899859	2.6865924848	2.4593646472	2.7688927437
11727682_at	ACVR2B	3.5308425223	3.6113080369	3.4313600972	3.8134923738	3.6677435421	3.6451439638
11733762_a_at	ADAMTSL1	3.134767782	3.3221262291	3.1070259066	2.9462790414	3.6875930079	3.0898904342
11756406_x_at	ADM	10.9539973763	10.8560015893	10.9037616294	10.9022844998	10.9702456954	10.8121958635
11743232_a_at	AFDN	2.3918477794	2.5009196334	2.401103365	2.7633864711	2.5087182734	2.9227230493
11743984_a_at	AKAP1	4.1518860605	4.5462024211	4.5005124142	4.1767264832	4.7322147602	3.9897278284
11723804_a_at	AKAP12	8.7881870215	8.7213377311	8.7992526979	8.738018539	8.8782349924	8.8203816298
11716720_a_at	AKT1S1	3.8875741444	3.7617369719	3.9499209622	3.9499209622	3.9961784057	3.6368817492
11733006_at	AMOTL2	4.4722923359	4.4150064826	4.7313048192	4.7933529669	4.4757846683	4.492441682
11719576_s_at	AMT	3.0038948852	2.8069915218	2.9403436715	2.9824509802	3.2161887717	3.1687189622
11719577_a_at	AMT	4.0690022949	4.214545027	4.1302602102	4.3911747153	4.1210191434	4.5328284467
11755899_x_at	ANKRD36B	4.1857586475	3.7717996486	3.8887495204	3.9723783227	3.8268945764	3.9939143136
11755987_a_at	ANKRD44	2.3990966233	2.4524428961	2.2257283661	2.5298079247	2.4347279484	2.366340888
11756425_a_at	ANKS1A	3.2101327588	3.1361593292	3.2860877113	2.8336624794	3.6121066857	3.5863432488
11727683_a_at	AP3B2	2.1221509146	1.9310231684	2.3803450394	1.9811355898	2.5099806611	2.3561296977
11734819_s_at	APBB2	5.6411431804	5.8385037578	5.8252008274	5.5431346811	5.6041123914	5.3171090901
11723975_x_at	APOL3	4.4280498321	4.0578407992	3.9919757896	4.3561092548	4.1859146414	4.2528234916
